ssa RRTMG LUT interpolated from GADS (DAR 09/2013)
V0.1 - contains Fast-J wavelengths but is the same as the original jv_spec.dat values
  w(nm)   RH       N         iK  RgDry  RgWet      Sg       Q  Alpha  r-eff ss-alb  g-sym  pi(0)  pi(1)  pi(2)  pi(3)  pi(4)  pi(5)  pi(6)  pi(7)
  399.8   00  1.5001 -2.976e-08  0.085  0.085    1.50  1.6792  4.449  0.129  1.000  0.658  1.000  1.974  2.026  1.500  0.990  0.576  0.329  0.170
  329.1   00  1.5111 -7.774e-07  0.085  0.085    1.50  2.2878  6.062  0.129  1.000  0.682  1.000  2.046  2.254  1.825  1.323  0.856  0.535  0.309
  229.8   00  1.5101 -5.422e-06  0.085  0.085    1.50  3.0220  8.006  0.129  1.000  0.703  1.000  2.110  2.551  2.281  1.887  1.413  1.013  0.691
 7082.2   00  1.4040 -4.192e-03  0.085  0.085    1.50  0.0011  0.003  0.129  0.056  0.011  1.000  0.033  0.500  0.006  0.000  0.000  0.000  0.000
  300.0   50  1.3880 -4.940e-07  0.085  0.137    1.50  2.9302  4.829  0.207  1.000  0.783  1.000  2.349  3.097  3.138  2.908  2.481  2.006  1.581
  400.0   50  1.3780 -8.630e-09  0.085  0.137    1.50  2.2339  3.682  0.207  1.000  0.772  1.000  2.316  2.893  2.749  2.338  1.807  1.323  0.928
  440.0   50  1.3762 -6.492e-09  0.085  0.137    1.50  1.9715  3.249  0.207  1.000  0.763  1.000  2.287  2.786  2.565  2.104  1.562  1.100  0.739
  500.0   50  1.3750 -4.490e-09  0.085  0.137    1.50  1.6300  2.686  0.207  1.000  0.745  1.000  2.234  2.616  2.290  1.779  1.242  0.827  0.522
  550.0   50  1.3730 -3.900e-09  0.085  0.137    1.50  1.3819  2.277  0.207  1.000  0.729  1.000  2.186  2.477  2.075  1.542  1.023  0.652  0.392
  600.0   50  1.3700 -1.210e-08  0.085  0.137    1.50  1.1660  1.922  0.207  1.000  0.712  1.000  2.135  2.343  1.878  1.335  0.844  0.514  0.295
  675.0   50  1.3689 -2.030e-08  0.085  0.137    1.50  0.9209  1.518  0.207  1.000  0.684  1.000  2.051  2.145  1.608  1.068  0.628  0.359  0.192
  800.0   50  1.3650 -5.640e-07  0.085  0.137    1.50  0.6243  1.029  0.207  1.000  0.635  1.000  1.904  1.853  1.243  0.742  0.389  0.200  0.097
  870.0   50  1.3646 -4.457e-06  0.085  0.137    1.50  0.5110  0.842  0.207  1.000  0.607  1.000  1.819  1.707  1.079  0.607  0.299  0.145  0.067
 1000.0   50  1.3610 -3.610e-05  0.085  0.137    1.50  0.3550  0.585  0.207  1.000  0.553  1.000  1.660  1.475  0.836  0.422  0.186  0.082  0.034
 1020.0   50  1.3602 -3.338e-05  0.085  0.137    1.50  0.3352  0.552  0.207  1.000  0.545  1.000  1.636  1.444  0.805  0.400  0.173  0.075  0.031
55555.6   50  1.5870 -3.760e-01  0.085  0.137    1.50  0.0258  0.043  0.207  0.000  0.001  1.000  0.004  0.500  0.001  0.000  0.000  0.000  0.000
23529.4   50  1.5756 -3.215e-01  0.085  0.137    1.50  0.0334  0.055  0.207  0.000  0.003  1.000  0.008  0.500  0.002  0.000  0.000  0.000  0.000
17699.1   50  1.4987 -3.558e-01  0.085  0.137    1.50  0.0522  0.086  0.207  0.001  0.004  1.000  0.013  0.500  0.003  0.000  0.000  0.000  0.000
15037.6   50  1.3155 -3.151e-01  0.085  0.137    1.50  0.0623  0.103  0.207  0.000  0.006  1.000  0.018  0.500  0.004  0.000  0.000  0.000  0.000
13157.9   50  1.2171 -2.455e-01  0.085  0.137    1.50  0.0590  0.097  0.207  0.001  0.007  1.000  0.022  0.500  0.005  0.000  0.000  0.000  0.000
11111.1   50  1.2265 -8.392e-02  0.085  0.137    1.50  0.0237  0.039  0.207  0.002  0.011  1.000  0.031  0.500  0.007  0.000  0.000  0.000  0.000
 9708.7   50  1.3143 -3.937e-02  0.085  0.137    1.50  0.0122  0.020  0.207  0.007  0.014  1.000  0.043  0.501  0.009  0.000  0.000  0.000  0.000
 8849.6   50  1.3588 -3.663e-02  0.085  0.137    1.50  0.0122  0.020  0.207  0.013  0.018  1.000  0.052  0.501  0.010  0.000  0.000  0.000  0.000
 7782.1   50  1.3238 -2.872e-02  0.085  0.137    1.50  0.0112  0.018  0.207  0.019  0.022  1.000  0.066  0.502  0.014  0.000  0.000  0.000  0.000
 6968.6   50  1.3258 -1.959e-02  0.085  0.137    1.50  0.0088  0.014  0.207  0.035  0.027  1.000  0.082  0.502  0.017  0.000  0.000  0.000  0.000
 6097.6   50  1.3630 -8.192e-02  0.085  0.137    1.50  0.0404  0.067  0.207  0.017  0.036  1.000  0.107  0.504  0.022  0.001  0.000  0.000  0.000
 5154.6   50  1.3594 -3.869e-03  0.085  0.137    1.50  0.0037  0.006  0.207  0.200  0.050  1.000  0.149  0.508  0.030  0.002  0.000  0.000  0.000
 4618.9   50  1.3669 -1.222e-02  0.085  0.137    1.50  0.0100  0.017  0.207  0.224  0.061  1.000  0.184  0.512  0.038  0.002  0.000  0.000  0.000
 4319.7   50  1.3743 -7.600e-03  0.085  0.137    1.50  0.0082  0.014  0.207  0.360  0.070  1.000  0.209  0.515  0.043  0.003  0.000  0.000  0.000
 4016.1   50  1.3816 -3.930e-03  0.085  0.137    1.50  0.0070  0.012  0.207  0.577  0.080  1.000  0.240  0.521  0.049  0.004  0.000  0.000  0.000
 3418.8   50  1.4309 -1.489e-02  0.085  0.137    1.50  0.0226  0.037  0.207  0.429  0.110  1.000  0.331  0.538  0.066  0.007  0.001  0.000  0.000
 3444.7   50  1.4264 -1.222e-02  0.085  0.137    1.50  0.0197  0.033  0.207  0.471  0.108  1.000  0.325  0.537  0.065  0.007  0.001  0.000  0.000
 2777.0   50  1.3522 -1.739e-01  0.085  0.137    1.50  0.1920  0.316  0.207  0.338  0.147  1.000  0.441  0.567  0.098  0.013  0.001  0.000  0.000
 2320.2   50  1.3072  3.271e-02  0.085  0.137    1.50  0.0000  0.000  0.207  0.958  0.199  1.000  0.599  0.626  0.145  0.026  0.005  0.001  0.000
 2044.2   50  1.3377  3.127e-03  0.085  0.137    1.50  0.0350  0.058  0.207  0.957  0.245  1.000  0.735  0.687  0.187  0.042  0.009  0.002  0.001
 1778.4   50  1.3457 -9.951e-04  0.085  0.137    1.50  0.0625  0.103  0.207  0.988  0.300  1.000  0.900  0.777  0.251  0.068  0.017  0.005  0.001
 1455.2   50  1.3553 -4.545e-04  0.085  0.137    1.50  0.1216  0.200  0.207  0.993  0.388  1.000  1.164  0.960  0.386  0.135  0.042  0.013  0.004
 1270.3   50  1.3579 -1.419e-04  0.085  0.137    1.50  0.1828  0.301  0.207  0.997  0.450  1.000  1.349  1.122  0.516  0.209  0.074  0.027  0.009
  944.3   50  1.3638 -2.530e-05  0.085  0.137    1.50  0.4178  0.689  0.207  1.000  0.576  1.000  1.728  1.567  0.930  0.492  0.227  0.104  0.045
  693.5   50  1.3689 -5.020e-08  0.085  0.137    1.50  0.8710  1.435  0.207  1.000  0.677  1.000  2.030  2.098  1.547  1.011  0.584  0.329  0.173
  527.1   50  1.3741 -3.548e-09  0.085  0.137    1.50  1.4916  2.458  0.207  1.000  0.736  1.000  2.208  2.540  2.171  1.646  1.118  0.727  0.447
  399.8   50  1.3780 -8.584e-09  0.085  0.137    1.50  2.2356  3.685  0.207  1.000  0.772  1.000  2.316  2.894  2.750  2.339  1.809  1.324  0.929
  329.1   50  1.3847 -1.943e-07  0.085  0.137    1.50  2.7434  4.521  0.207  1.000  0.783  1.000  2.348  3.050  3.042  2.748  2.278  1.785  1.355
  229.8   50  1.3994 -1.334e-06  0.085  0.137    1.50  3.1859  5.251  0.207  1.000  0.773  1.000  2.319  3.131  3.229  3.136  2.818  2.425  2.060
 7082.2   50  1.3323 -2.287e-02  0.085  0.137    1.50  0.0100  0.016  0.207  0.033  0.027  1.000  0.079  0.502  0.016  0.000  0.000  0.000  0.000
  300.0   70  1.3760 -3.510e-07  0.085  0.154    1.50  3.0398  4.453  0.233  1.000  0.792  1.000  2.375  3.195  3.318  3.173  2.807  2.362  1.944
  400.0   70  1.3660 -6.620e-09  0.085  0.154    1.50  2.4455  3.582  0.233  1.000  0.788  1.000  2.364  3.044  3.011  2.675  2.173  1.670  1.235
  440.0   70  1.3651 -4.852e-09  0.085  0.154    1.50  2.2006  3.224  0.233  1.000  0.780  1.000  2.342  2.952  2.843  2.447  1.916  1.422  1.010
  500.0   70  1.3630 -3.450e-09  0.085  0.154    1.50  1.8522  2.713  0.233  1.000  0.767  1.000  2.300  2.804  2.587  2.122  1.575  1.110  0.745
  550.0   70  1.3610 -3.320e-09  0.085  0.154    1.50  1.5943  2.336  0.233  1.000  0.753  1.000  2.260  2.678  2.379  1.875  1.330  0.899  0.577
  600.0   70  1.3590 -1.180e-08  0.085  0.154    1.50  1.3697  2.007  0.233  1.000  0.739  1.000  2.217  2.551  2.180  1.650  1.119  0.727  0.446
  675.0   70  1.3580 -2.127e-08  0.085  0.154    1.50  1.1017  1.614  0.233  1.000  0.714  1.000  2.145  2.361  1.901  1.355  0.860  0.526  0.303
  800.0   70  1.3550 -4.340e-07  0.085  0.154    1.50  0.7692  1.127  0.233  1.000  0.672  1.000  2.017  2.070  1.508  0.974  0.556  0.309  0.162
  870.0   70  1.3542 -2.678e-06  0.085  0.154    1.50  0.6364  0.932  0.233  1.000  0.647  1.000  1.941  1.921  1.324  0.810  0.437  0.230  0.115
 1000.0   70  1.3510 -2.620e-05  0.085  0.154    1.50  0.4508  0.660  0.233  1.000  0.599  1.000  1.798  1.678  1.047  0.580  0.282  0.136  0.062
 1020.0   70  1.3504 -2.132e-05  0.085  0.154    1.50  0.4277  0.626  0.233  1.000  0.592  1.000  1.776  1.644  1.011  0.552  0.264  0.126  0.057
55555.6   70  1.5710 -3.640e-01  0.085  0.154    1.50  0.0286  0.042  0.233  0.000  0.002  1.000  0.005  0.500  0.001  0.000  0.000  0.000  0.000
23529.4   70  1.5588 -3.345e-01  0.085  0.154    1.50  0.0397  0.058  0.233  0.000  0.004  1.000  0.010  0.500  0.002  0.000  0.000  0.000  0.000
17699.1   70  1.4721 -3.770e-01  0.085  0.154    1.50  0.0636  0.094  0.233  0.001  0.006  1.000  0.017  0.500  0.003  0.000  0.000  0.000  0.000
15037.6   70  1.3024 -3.411e-01  0.085  0.154    1.50  0.0766  0.112  0.233  0.001  0.007  1.000  0.022  0.500  0.005  0.000  0.000  0.000  0.000
13157.9   70  1.1988 -2.675e-01  0.085  0.154    1.50  0.0730  0.108  0.233  0.001  0.009  1.000  0.028  0.500  0.006  0.000  0.000  0.000  0.000
11111.1   70  1.2022 -9.047e-02  0.085  0.154    1.50  0.0292  0.042  0.233  0.002  0.013  1.000  0.039  0.501  0.009  0.000  0.000  0.000  0.000
 9708.7   70  1.2901 -4.156e-02  0.085  0.154    1.50  0.0148  0.022  0.233  0.009  0.017  1.000  0.053  0.501  0.011  0.000  0.000  0.000  0.000
 8849.6   70  1.3317 -3.733e-02  0.085  0.154    1.50  0.0143  0.021  0.233  0.015  0.021  1.000  0.065  0.502  0.013  0.000  0.000  0.000  0.000
 7782.1   70  1.3157 -3.035e-02  0.085  0.154    1.50  0.0135  0.020  0.233  0.025  0.028  1.000  0.083  0.502  0.017  0.000  0.000  0.000  0.000
 6968.6   70  1.3200 -2.130e-02  0.085  0.154    1.50  0.0109  0.016  0.233  0.044  0.034  1.000  0.102  0.504  0.021  0.001  0.000  0.000  0.000
 6097.6   70  1.3489 -8.798e-02  0.085  0.154    1.50  0.0497  0.073  0.233  0.020  0.045  1.000  0.134  0.506  0.028  0.001  0.000  0.000  0.000
 5154.6   70  1.3497 -3.940e-03  0.085  0.154    1.50  0.0049  0.007  0.233  0.236  0.061  1.000  0.185  0.513  0.039  0.002  0.000  0.000  0.000
 4618.9   70  1.3560 -1.326e-02  0.085  0.154    1.50  0.0130  0.019  0.233  0.259  0.076  1.000  0.228  0.518  0.048  0.003  0.000  0.000  0.000
 4319.7   70  1.3636 -8.226e-03  0.085  0.154    1.50  0.0109  0.016  0.233  0.401  0.086  1.000  0.258  0.524  0.054  0.005  0.000  0.000  0.000
 4016.1   70  1.3725 -4.171e-03  0.085  0.154    1.50  0.0097  0.014  0.233  0.626  0.098  1.000  0.296  0.532  0.062  0.006  0.001  0.000  0.000
 3418.8   70  1.4264 -1.610e-02  0.085  0.154    1.50  0.0307  0.045  0.233  0.478  0.135  1.000  0.406  0.556  0.083  0.010  0.001  0.000  0.000
 3444.7   70  1.4217 -1.319e-02  0.085  0.154    1.50  0.0270  0.039  0.233  0.521  0.133  1.000  0.399  0.555  0.082  0.009  0.001  0.000  0.000
 2777.0   70  1.3299 -1.896e-01  0.085  0.154    1.50  0.2415  0.354  0.233  0.353  0.175  1.000  0.524  0.596  0.125  0.020  0.003  0.000  0.000
 2320.2   70  1.2977  3.600e-02  0.085  0.154    1.50  0.0000  0.000  0.233  0.987  0.238  1.000  0.715  0.679  0.185  0.041  0.008  0.002  0.000
 2044.2   70  1.3268  3.530e-03  0.085  0.154    1.50  0.0482  0.071  0.233  0.966  0.289  1.000  0.867  0.759  0.241  0.064  0.015  0.003  0.001
 1778.4   70  1.3355 -1.015e-03  0.085  0.154    1.50  0.0849  0.125  0.233  0.990  0.349  1.000  1.046  0.875  0.324  0.102  0.030  0.008  0.003
 1455.2   70  1.3452 -4.464e-04  0.085  0.154    1.50  0.1617  0.237  0.233  0.995  0.441  1.000  1.322  1.098  0.499  0.198  0.069  0.025  0.008
 1270.3   70  1.3479 -1.197e-04  0.085  0.154    1.50  0.2392  0.350  0.233  0.999  0.502  1.000  1.505  1.288  0.661  0.300  0.119  0.048  0.018
  944.3   70  1.3529 -1.989e-05  0.085  0.154    1.50  0.5233  0.766  0.233  1.000  0.620  1.000  1.859  1.777  1.156  0.668  0.339  0.169  0.080
  693.5   70  1.3580 -4.438e-08  0.085  0.154    1.50  1.0462  1.533  0.233  1.000  0.708  1.000  2.126  2.316  1.836  1.289  0.805  0.485  0.275
  527.1   70  1.3619 -2.672e-09  0.085  0.154    1.50  1.7079  2.502  0.233  1.000  0.760  1.000  2.279  2.736  2.473  1.985  1.438  0.990  0.649
  399.8   70  1.3660 -6.596e-09  0.085  0.154    1.50  2.4471  3.584  0.233  1.000  0.788  1.000  2.364  3.044  3.012  2.676  2.175  1.672  1.236
  329.1   70  1.3726 -1.390e-07  0.085  0.154    1.50  2.8988  4.247  0.233  1.000  0.794  1.000  2.381  3.166  3.252  3.044  2.627  2.148  1.708
  229.8   70  1.3886 -9.465e-07  0.085  0.154    1.50  3.1772  4.654  0.233  1.000  0.776  1.000  2.327  3.186  3.335  3.320  3.070  2.736  2.413
 7082.2   70  1.3253 -2.462e-02  0.085  0.154    1.50  0.0122  0.018  0.233  0.040  0.033  1.000  0.100  0.503  0.021  0.001  0.000  0.000  0.000
  300.0   80  1.3690 -2.680e-07  0.085  0.170    1.50  3.1035  4.131  0.256  1.000  0.795  1.000  2.386  3.251  3.427  3.349  3.039  2.631  2.236
  400.0   80  1.3590 -5.430e-09  0.085  0.170    1.50  2.6193  3.487  0.256  1.000  0.798  1.000  2.394  3.146  3.196  2.928  2.464  1.962  1.509
  440.0   80  1.3581 -3.893e-09  0.085  0.170    1.50  2.3915  3.184  0.256  1.000  0.793  1.000  2.377  3.068  3.047  2.715  2.212  1.704  1.263
  500.0   80  1.3560 -2.840e-09  0.085  0.170    1.50  2.0509  2.730  0.256  1.000  0.781  1.000  2.344  2.939  2.813  2.401  1.862  1.368  0.962
  550.0   80  1.3540 -2.980e-09  0.085  0.170    1.50  1.7894  2.382  0.256  1.000  0.770  1.000  2.311  2.826  2.617  2.154  1.603  1.133  0.763
  600.0   80  1.3520 -1.150e-08  0.085  0.170    1.50  1.5557  2.071  0.256  1.000  0.758  1.000  2.274  2.709  2.424  1.923  1.374  0.935  0.605
  675.0   80  1.3510 -2.186e-08  0.085  0.170    1.50  1.2703  1.691  0.256  1.000  0.737  1.000  2.211  2.530  2.145  1.610  1.082  0.697  0.424
  800.0   80  1.3480 -3.560e-07  0.085  0.170    1.50  0.9057  1.206  0.256  1.000  0.700  1.000  2.099  2.248  1.740  1.193  0.726  0.427  0.237
  870.0   80  1.3471 -1.637e-06  0.085  0.170    1.50  0.7565  1.007  0.256  1.000  0.677  1.000  2.032  2.100  1.545  1.007  0.581  0.326  0.172
 1000.0   80  1.3450 -2.040e-05  0.085  0.170    1.50  0.5476  0.729  0.256  1.000  0.634  1.000  1.902  1.851  1.241  0.738  0.386  0.199  0.096
 1020.0   80  1.3446 -1.424e-05  0.085  0.170    1.50  0.5213  0.694  0.256  1.000  0.627  1.000  1.882  1.816  1.200  0.704  0.363  0.185  0.088
55555.6   80  1.5610 -3.570e-01  0.085  0.170    1.50  0.0311  0.041  0.256  0.000  0.002  1.000  0.006  0.500  0.001  0.000  0.000  0.000  0.000
23529.4   80  1.5482 -3.417e-01  0.085  0.170    1.50  0.0449  0.060  0.256  0.001  0.004  1.000  0.012  0.500  0.003  0.000  0.000  0.000  0.000
17699.1   80  1.4565 -3.901e-01  0.085  0.170    1.50  0.0732  0.098  0.256  0.001  0.007  1.000  0.020  0.500  0.004  0.000  0.000  0.000  0.000
15037.6   80  1.2954 -3.559e-01  0.085  0.170    1.50  0.0887  0.118  0.256  0.001  0.009  1.000  0.026  0.500  0.006  0.000  0.000  0.000  0.000
13157.9   80  1.1869 -2.801e-01  0.085  0.170    1.50  0.0849  0.113  0.256  0.001  0.011  1.000  0.033  0.500  0.008  0.000  0.000  0.000  0.000
11111.1   80  1.1878 -9.449e-02  0.085  0.170    1.50  0.0338  0.045  0.256  0.002  0.016  1.000  0.047  0.501  0.011  0.000  0.000  0.000  0.000
 9708.7   80  1.2759 -4.290e-02  0.085  0.170    1.50  0.0169  0.023  0.256  0.010  0.021  1.000  0.063  0.501  0.013  0.000  0.000  0.000  0.000
 8849.6   80  1.3156 -3.770e-02  0.085  0.170    1.50  0.0162  0.022  0.256  0.019  0.026  1.000  0.078  0.502  0.017  0.000  0.000  0.000  0.000
 7782.1   80  1.3109 -3.121e-02  0.085  0.170    1.50  0.0156  0.020  0.256  0.031  0.033  1.000  0.099  0.503  0.021  0.001  0.000  0.000  0.000
 6968.6   80  1.3172 -2.231e-02  0.085  0.170    1.50  0.0128  0.017  0.256  0.053  0.041  1.000  0.123  0.505  0.025  0.001  0.000  0.000  0.000
 6097.6   80  1.3401 -9.153e-02  0.085  0.170    1.50  0.0578  0.077  0.256  0.024  0.053  1.000  0.160  0.509  0.033  0.002  0.000  0.000  0.000
 5154.6   80  1.3429 -3.960e-03  0.085  0.170    1.50  0.0061  0.008  0.256  0.272  0.074  1.000  0.220  0.518  0.046  0.003  0.000  0.000  0.000
 4618.9   80  1.3490 -1.385e-02  0.085  0.170    1.50  0.0159  0.021  0.256  0.295  0.090  1.000  0.270  0.526  0.057  0.005  0.000  0.000  0.000
 4319.7   80  1.3566 -8.568e-03  0.085  0.170    1.50  0.0136  0.018  0.256  0.443  0.101  1.000  0.305  0.534  0.065  0.006  0.000  0.000  0.000
 4016.1   80  1.3663 -4.306e-03  0.085  0.170    1.50  0.0125  0.017  0.256  0.669  0.116  1.000  0.349  0.543  0.074  0.008  0.001  0.000  0.000
 3418.8   80  1.4229 -1.683e-02  0.085  0.170    1.50  0.0393  0.052  0.256  0.522  0.159  1.000  0.476  0.577  0.100  0.014  0.002  0.000  0.000
 3444.7   80  1.4179 -1.377e-02  0.085  0.170    1.50  0.0348  0.046  0.256  0.565  0.157  1.000  0.469  0.575  0.099  0.013  0.002  0.000  0.000
 2777.0   80  1.3165 -1.986e-01  0.085  0.170    1.50  0.2843  0.378  0.256  0.365  0.200  1.000  0.603  0.627  0.151  0.029  0.004  0.002  0.000
 2320.2   80  1.2917  3.789e-02  0.085  0.170    1.50  0.0000  0.000  0.256  1.000  0.274  1.000  0.821  0.736  0.226  0.057  0.013  0.003  0.000
 2044.2   80  1.3209  3.752e-03  0.085  0.170    1.50  0.0633  0.084  0.256  0.972  0.328  1.000  0.984  0.834  0.296  0.088  0.024  0.007  0.002
 1778.4   80  1.3294 -1.026e-03  0.085  0.170    1.50  0.1090  0.145  0.256  0.992  0.391  1.000  1.173  0.972  0.400  0.141  0.045  0.015  0.004
 1455.2   80  1.3401 -4.426e-04  0.085  0.170    1.50  0.2050  0.273  0.256  0.995  0.484  1.000  1.450  1.229  0.611  0.266  0.103  0.039  0.015
 1270.3   80  1.3419 -1.069e-04  0.085  0.170    1.50  0.2979  0.397  0.256  0.999  0.543  1.000  1.629  1.439  0.803  0.397  0.173  0.074  0.030
  944.3   80  1.3463 -1.673e-05  0.085  0.170    1.50  0.6293  0.837  0.256  1.000  0.652  1.000  1.958  1.953  1.362  0.842  0.459  0.245  0.123
  693.5   80  1.3510 -4.101e-08  0.085  0.170    1.50  1.2104  1.611  0.256  1.000  0.732  1.000  2.195  2.486  2.080  1.540  1.019  0.648  0.389
