soot RRTMG LUT interpolated from GADS (DAR 09/2013)
V0.1 - contains Fast-J wavelengths but is the same as the original jv_spec.dat values
  w(nm)   RH       N         iK  RgDry  RgWet      Sg       Q  Alpha  r-eff ss-alb  g-sym  pi(0)  pi(1)  pi(2)  pi(3)  pi(4)  pi(5)  pi(6)  pi(7)
  400.0   50  1.7500 -4.600e-01  0.020  0.020    1.60  0.6229  7.470  0.035  0.194  0.247  1.000  0.742  0.658  0.167  0.042  0.010  0.002  0.001
  440.0   50  1.7502 -4.560e-01  0.020  0.020    1.60  0.5370  6.440  0.035  0.170  0.222  1.000  0.668  0.628  0.141  0.031  0.007  0.001  0.000
  500.0   50  1.7500 -4.500e-01  0.020  0.020    1.60  0.4398  5.274  0.035  0.139  0.192  1.000  0.575  0.596  0.113  0.021  0.004  0.001  0.000
  550.0   50  1.7500 -4.400e-01  0.020  0.020    1.60  0.3755  4.503  0.035  0.118  0.171  1.000  0.512  0.576  0.096  0.016  0.003  0.001  0.000
  600.0   50  1.7500 -4.350e-01  0.020  0.020    1.60  0.3282  3.936  0.035  0.101  0.152  1.000  0.457  0.561  0.083  0.012  0.002  0.000  0.000
  675.0   50  1.7500 -4.326e-01  0.020  0.020    1.60  0.2773  3.325  0.035  0.079  0.129  1.000  0.387  0.545  0.067  0.008  0.001  0.000  0.000
  800.0   50  1.7500 -4.300e-01  0.020  0.020    1.60  0.2201  2.639  0.035  0.053  0.100  1.000  0.299  0.528  0.050  0.005  0.000  0.000  0.000
  870.0   50  1.7491 -4.331e-01  0.020  0.020    1.60  0.1992  2.389  0.035  0.043  0.087  1.000  0.261  0.522  0.043  0.004  0.000  0.000  0.000
 1000.0   50  1.7600 -4.400e-01  0.020  0.020    1.60  0.1694  2.031  0.035  0.030  0.069  1.000  0.208  0.514  0.034  0.002  0.000  0.000  0.000
 1020.0   50  1.7615 -4.409e-01  0.020  0.020    1.60  0.1656  1.985  0.035  0.029  0.067  1.000  0.201  0.513  0.033  0.002  0.000  0.000  0.000
55555.6   50  2.6300 -9.700e-01  0.020  0.020    1.60  0.0043  0.051  0.035  0.000  0.000  1.000  0.000  0.500  0.000  0.000  0.000  0.000  0.000
23529.4   50  2.4945 -8.786e-01  0.020  0.020    1.60  0.0066  0.078  0.035  0.000  0.000  1.000  0.001  0.500  0.000  0.000  0.000  0.000  0.000
17699.1   50  2.3930 -8.231e-01  0.020  0.020    1.60  0.0090  0.107  0.035  0.000  0.000  1.000  0.001  0.500  0.000  0.000  0.000  0.000  0.000
15037.6   50  2.3301 -7.900e-01  0.020  0.020    1.60  0.0107  0.129  0.035  0.000  0.000  1.000  0.001  0.500  0.000  0.000  0.000  0.000  0.000
13157.9   50  2.2837 -7.627e-01  0.020  0.020    1.60  0.0123  0.148  0.035  0.000  0.001  1.000  0.002  0.500  0.000  0.000  0.000  0.000  0.000
11111.1   50  2.2325 -7.315e-01  0.020  0.020    1.60  0.0147  0.177  0.035  0.000  0.001  1.000  0.002  0.500  0.000  0.000  0.000  0.000  0.000
 9708.7   50  2.1962 -7.137e-01  0.020  0.020    1.60  0.0171  0.204  0.035  0.000  0.001  1.000  0.003  0.500  0.000  0.000  0.000  0.000  0.000
 8849.6   50  2.1647 -6.950e-01  0.020  0.020    1.60  0.0188  0.225  0.035  0.000  0.001  1.000  0.004  0.500  0.000  0.000  0.000  0.000  0.000
 7782.1   50  2.1127 -6.666e-01  0.020  0.020    1.60  0.0216  0.258  0.035  0.000  0.001  1.000  0.004  0.500  0.001  0.000  0.000  0.000  0.000
 6968.6   50  2.0490 -6.426e-01  0.020  0.020    1.60  0.0246  0.294  0.035  0.000  0.002  1.000  0.005  0.500  0.001  0.000  0.000  0.000  0.000
 6097.6   50  2.0252 -6.225e-01  0.020  0.020    1.60  0.0278  0.334  0.035  0.000  0.002  1.000  0.007  0.500  0.001  0.000  0.000  0.000  0.000
 5154.6   50  1.9768 -6.033e-01  0.020  0.020    1.60  0.0334  0.401  0.035  0.000  0.003  1.000  0.009  0.500  0.002  0.000  0.000  0.000  0.000
 4618.9   50  1.9463 -5.920e-01  0.020  0.020    1.60  0.0377  0.452  0.035  0.000  0.004  1.000  0.011  0.500  0.002  0.000  0.000  0.000  0.000
 4319.7   50  1.9334 -5.875e-01  0.020  0.020    1.60  0.0405  0.485  0.035  0.000  0.004  1.000  0.013  0.500  0.002  0.000  0.000  0.000  0.000
 4016.1   50  1.9210 -5.806e-01  0.020  0.020    1.60  0.0435  0.522  0.035  0.001  0.005  1.000  0.015  0.500  0.002  0.000  0.000  0.000  0.000
 3418.8   50  1.8723 -5.518e-01  0.020  0.020    1.60  0.0510  0.612  0.035  0.001  0.007  1.000  0.021  0.500  0.003  0.000  0.000  0.000  0.000
 3444.7   50  1.8747 -5.546e-01  0.020  0.020    1.60  0.0508  0.609  0.035  0.001  0.007  1.000  0.021  0.500  0.003  0.000  0.000  0.000  0.000
 2777.0   50  1.8267 -5.301e-01  0.020  0.020    1.60  0.0631  0.756  0.035  0.001  0.010  1.000  0.030  0.500  0.005  0.000  0.000  0.000  0.000
 2320.2   50  1.8135 -5.005e-01  0.020  0.020    1.60  0.0728  0.873  0.035  0.003  0.014  1.000  0.043  0.501  0.007  0.000  0.000  0.000  0.000
 2044.2   50  1.8016 -4.912e-01  0.020  0.020    1.60  0.0824  0.988  0.035  0.004  0.018  1.000  0.056  0.501  0.009  0.000  0.000  0.000  0.000
 1778.4   50  1.7916 -4.818e-01  0.020  0.020    1.60  0.0945  1.134  0.035  0.006  0.024  1.000  0.073  0.502  0.012  0.000  0.000  0.000  0.000
 1455.2   50  1.7667 -4.574e-01  0.020  0.020    1.60  0.1139  1.366  0.035  0.011  0.035  1.000  0.105  0.504  0.017  0.001  0.000  0.000  0.000
 1270.3   50  1.7599 -4.507e-01  0.020  0.020    1.60  0.1313  1.575  0.035  0.015  0.045  1.000  0.135  0.507  0.022  0.001  0.000  0.000  0.000
  944.3   50  1.7539 -4.374e-01  0.020  0.020    1.60  0.1813  2.174  0.035  0.035  0.076  1.000  0.228  0.517  0.038  0.002  0.000  0.000  0.000
  693.5   50  1.7500 -4.305e-01  0.020  0.020    1.60  0.2661  3.191  0.035  0.074  0.124  1.000  0.372  0.542  0.064  0.007  0.001  0.000  0.000
  527.1   50  1.7500 -4.447e-01  0.020  0.020    1.60  0.4031  4.833  0.035  0.127  0.180  1.000  0.539  0.584  0.103  0.018  0.003  0.001  0.000
  399.8   50  1.7500 -4.600e-01  0.020  0.020    1.60  0.6235  7.477  0.035  0.194  0.247  1.000  0.743  0.658  0.167  0.042  0.010  0.002  0.001
  329.1   50  1.7562 -4.692e-01  0.020  0.020    1.60  0.8394 10.067  0.035  0.245  0.300  1.000  0.899  0.733  0.233  0.070  0.019  0.006  0.001
  229.8   50  1.6019 -4.468e-01  0.020  0.020    1.60  1.1417 13.691  0.035  0.268  0.391  1.000  1.171  0.953  0.427  0.173  0.063  0.024  0.009
 7082.2   50  2.0533 -6.463e-01  0.020  0.020    1.60  0.0242  0.290  0.035  0.000  0.002  1.000  0.005  0.500  0.001  0.000  0.000  0.000  0.000
  300.0   70  1.7400 -4.700e-01  0.020  0.020    1.60  0.9543 11.444  0.035  0.263  0.327  1.000  0.982  0.787  0.280  0.094  0.029  0.009  0.003
  400.0   70  1.7500 -4.600e-01  0.020  0.020    1.60  0.6229  7.470  0.035  0.194  0.247  1.000  0.742  0.658  0.167  0.042  0.010  0.002  0.001
  440.0   70  1.7502 -4.560e-01  0.020  0.020    1.60  0.5370  6.440  0.035  0.170  0.222  1.000  0.668  0.628  0.141  0.031  0.007  0.001  0.000
  500.0   70  1.7500 -4.500e-01  0.020  0.020    1.60  0.4398  5.274  0.035  0.139  0.192  1.000  0.575  0.596  0.113  0.021  0.004  0.001  0.000
  550.0   70  1.7500 -4.400e-01  0.020  0.020    1.60  0.3755  4.503  0.035  0.118  0.171  1.000  0.512  0.576  0.096  0.016  0.003  0.001  0.000
  600.0   70  1.7500 -4.350e-01  0.020  0.020    1.60  0.3282  3.936  0.035  0.101  0.152  1.000  0.457  0.561  0.083  0.012  0.002  0.000  0.000
  675.0   70  1.7500 -4.326e-01  0.020  0.020    1.60  0.2773  3.325  0.035  0.079  0.129  1.000  0.387  0.545  0.067  0.008  0.001  0.000  0.000
  800.0   70  1.7500 -4.300e-01  0.020  0.020    1.60  0.2201  2.639  0.035  0.053  0.100  1.000  0.299  0.528  0.050  0.005  0.000  0.000  0.000
  870.0   70  1.7491 -4.331e-01  0.020  0.020    1.60  0.1992  2.389  0.035  0.043  0.087  1.000  0.261  0.522  0.043  0.004  0.000  0.000  0.000
 1000.0   70  1.7600 -4.400e-01  0.020  0.020    1.60  0.1694  2.031  0.035  0.030  0.069  1.000  0.208  0.514  0.034  0.002  0.000  0.000  0.000
 1020.0   70  1.7615 -4.409e-01  0.020  0.020    1.60  0.1656  1.985  0.035  0.029  0.067  1.000  0.201  0.513  0.033  0.002  0.000  0.000  0.000
55555.6   70  2.6300 -9.700e-01  0.020  0.020    1.60  0.0043  0.051  0.035  0.000  0.000  1.000  0.000  0.500  0.000  0.000  0.000  0.000  0.000
23529.4   70  2.4945 -8.786e-01  0.020  0.020    1.60  0.0066  0.078  0.035  0.000  0.000  1.000  0.001  0.500  0.000  0.000  0.000  0.000  0.000
17699.1   70  2.3930 -8.231e-01  0.020  0.020    1.60  0.0090  0.107  0.035  0.000  0.000  1.000  0.001  0.500  0.000  0.000  0.000  0.000  0.000
15037.6   70  2.3301 -7.900e-01  0.020  0.020    1.60  0.0107  0.129  0.035  0.000  0.000  1.000  0.001  0.500  0.000  0.000  0.000  0.000  0.000
13157.9   70  2.2837 -7.627e-01  0.020  0.020    1.60  0.0123  0.148  0.035  0.000  0.001  1.000  0.002  0.500  0.000  0.000  0.000  0.000  0.000
11111.1   70  2.2325 -7.315e-01  0.020  0.020    1.60  0.0147  0.177  0.035  0.000  0.001  1.000  0.002  0.500  0.000  0.000  0.000  0.000  0.000
 9708.7   70  2.1962 -7.137e-01  0.020  0.020    1.60  0.0171  0.204  0.035  0.000  0.001  1.000  0.003  0.500  0.000  0.000  0.000  0.000  0.000
 8849.6   70  2.1647 -6.950e-01  0.020  0.020    1.60  0.0188  0.225  0.035  0.000  0.001  1.000  0.004  0.500  0.000  0.000  0.000  0.000  0.000
 7782.1   70  2.1127 -6.666e-01  0.020  0.020    1.60  0.0216  0.258  0.035  0.000  0.001  1.000  0.004  0.500  0.001  0.000  0.000  0.000  0.000
 6968.6   70  2.0490 -6.426e-01  0.020  0.020    1.60  0.0246  0.294  0.035  0.000  0.002  1.000  0.005  0.500  0.001  0.000  0.000  0.000  0.000
 6097.6   70  2.0252 -6.225e-01  0.020  0.020    1.60  0.0278  0.334  0.035  0.000  0.002  1.000  0.007  0.500  0.001  0.000  0.000  0.000  0.000
 5154.6   70  1.9768 -6.033e-01  0.020  0.020    1.60  0.0334  0.401  0.035  0.000  0.003  1.000  0.009  0.500  0.002  0.000  0.000  0.000  0.000
 4618.9   70  1.9463 -5.920e-01  0.020  0.020    1.60  0.0377  0.452  0.035  0.000  0.004  1.000  0.011  0.500  0.002  0.000  0.000  0.000  0.000
 4319.7   70  1.9334 -5.875e-01  0.020  0.020    1.60  0.0405  0.485  0.035  0.000  0.004  1.000  0.013  0.500  0.002  0.000  0.000  0.000  0.000
 4016.1   70  1.9210 -5.806e-01  0.020  0.020    1.60  0.0435  0.522  0.035  0.001  0.005  1.000  0.015  0.500  0.002  0.000  0.000  0.000  0.000
 3418.8   70  1.8723 -5.518e-01  0.020  0.020    1.60  0.0510  0.612  0.035  0.001  0.007  1.000  0.021  0.500  0.003  0.000  0.000  0.000  0.000
 3444.7   70  1.8747 -5.546e-01  0.020  0.020    1.60  0.0508  0.609  0.035  0.001  0.007  1.000  0.021  0.500  0.003  0.000  0.000  0.000  0.000
 2777.0   70  1.8267 -5.301e-01  0.020  0.020    1.60  0.0631  0.756  0.035  0.001  0.010  1.000  0.030  0.500  0.005  0.000  0.000  0.000  0.000
 2320.2   70  1.8135 -5.005e-01  0.020  0.020    1.60  0.0728  0.873  0.035  0.003  0.014  1.000  0.043  0.501  0.007  0.000  0.000  0.000  0.000
 2044.2   70  1.8016 -4.912e-01  0.020  0.020    1.60  0.0824  0.988  0.035  0.004  0.018  1.000  0.056  0.501  0.009  0.000  0.000  0.000  0.000
 1778.4   70  1.7916 -4.818e-01  0.020  0.020    1.60  0.0945  1.134  0.035  0.006  0.024  1.000  0.073  0.502  0.012  0.000  0.000  0.000  0.000
 1455.2   70  1.7667 -4.574e-01  0.020  0.020    1.60  0.1139  1.366  0.035  0.011  0.035  1.000  0.105  0.504  0.017  0.001  0.000  0.000  0.000
 1270.3   70  1.7599 -4.507e-01  0.020  0.020    1.60  0.1313  1.575  0.035  0.015  0.045  1.000  0.135  0.507  0.022  0.001  0.000  0.000  0.000
  944.3   70  1.7539 -4.374e-01  0.020  0.020    1.60  0.1813  2.174  0.035  0.035  0.076  1.000  0.228  0.517  0.038  0.002  0.000  0.000  0.000
  693.5   70  1.7500 -4.305e-01  0.020  0.020    1.60  0.2661  3.191  0.035  0.074  0.124  1.000  0.372  0.542  0.064  0.007  0.001  0.000  0.000
  527.1   70  1.7500 -4.447e-01  0.020  0.020    1.60  0.4031  4.833  0.035  0.127  0.180  1.000  0.539  0.584  0.103  0.018  0.003  0.001  0.000
  399.8   70  1.7500 -4.600e-01  0.020  0.020    1.60  0.6235  7.477  0.035  0.194  0.247  1.000  0.743  0.658  0.167  0.042  0.010  0.002  0.001
  329.1   70  1.7562 -4.692e-01  0.020  0.020    1.60  0.8394 10.067  0.035  0.245  0.300  1.000  0.899  0.733  0.233  0.070  0.019  0.006  0.001
  229.8   70  1.6019 -4.468e-01  0.020  0.020    1.60  1.1417 13.691  0.035  0.268  0.391  1.000  1.171  0.953  0.427  0.173  0.063  0.024  0.009
 7082.2   70  2.0533 -6.463e-01  0.020  0.020    1.60  0.0242  0.290  0.035  0.000  0.002  1.000  0.005  0.500  0.001  0.000  0.000  0.000  0.000
  300.0   80  1.5673 -2.720e-01  0.020  0.024    1.60  0.8137  8.132  0.042  0.308  0.411  1.000  1.234  0.995  0.443  0.179  0.066  0.025  0.010
  400.0   80  1.5731 -2.660e-01  0.020  0.024    1.60  0.5268  5.265  0.042  0.235  0.314  1.000  0.941  0.782  0.261  0.081  0.024  0.007  0.002
  440.0   80  1.5732 -2.636e-01  0.020  0.024    1.60  0.4530  4.527  0.042  0.208  0.283  1.000  0.849  0.730  0.219  0.061  0.016  0.004  0.001
  500.0   80  1.5731 -2.600e-01  0.020  0.024    1.60  0.3696  3.693  0.042  0.174  0.244  1.000  0.732  0.673  0.173  0.042  0.010  0.003  0.001
  550.0   80  1.5731 -2.550e-01  0.020  0.024    1.60  0.3148  3.146  0.042  0.151  0.217  1.000  0.651  0.638  0.145  0.031  0.007  0.002  0.000
  600.0   80  1.5731 -2.520e-01  0.020  0.024    1.60  0.2744  2.742  0.042  0.131  0.194  1.000  0.581  0.611  0.124  0.024  0.005  0.001  0.000
  675.0   80  1.5731 -2.505e-01  0.020  0.024    1.60  0.2308  2.306  0.042  0.104  0.165  1.000  0.494  0.582  0.100  0.016  0.002  0.001  0.000
  800.0   80  1.5731 -2.490e-01  0.020  0.024    1.60  0.1821  1.820  0.042  0.072  0.128  1.000  0.383  0.551  0.074  0.009  0.001  0.000  0.000
  870.0   80  1.5726 -2.508e-01  0.020  0.024    1.60  0.1643  1.642  0.042  0.059  0.112  1.000  0.336  0.540  0.064  0.007  0.001  0.000  0.000
 1000.0   80  1.5788 -2.550e-01  0.020  0.024    1.60  0.1397  1.396  0.042  0.042  0.089  1.000  0.268  0.526  0.049  0.004  0.000  0.000  0.000
 1020.0   80  1.5797 -2.555e-01  0.020  0.024    1.60  0.1365  1.364  0.042  0.040  0.086  1.000  0.259  0.524  0.047  0.004  0.000  0.000  0.000
55555.6   80  2.0823 -5.610e-01  0.020  0.024    1.60  0.0050  0.050  0.042  0.000  0.000  1.000  0.000  0.500  0.000  0.000  0.000  0.000  0.000
23529.4   80  2.0039 -5.079e-01  0.020  0.024    1.60  0.0073  0.073  0.042  0.000  0.000  1.000  0.001  0.500  0.000  0.000  0.000  0.000  0.000
17699.1   80  1.9451 -4.762e-01  0.020  0.024    1.60  0.0096  0.096  0.042  0.000  0.000  1.000  0.001  0.500  0.000  0.000  0.000  0.000  0.000
15037.6   80  1.9087 -4.570e-01  0.020  0.024    1.60  0.0112  0.112  0.042  0.000  0.001  1.000  0.002  0.500  0.000  0.000  0.000  0.000  0.000
13157.9   80  1.8819 -4.415e-01  0.020  0.024    1.60  0.0127  0.127  0.042  0.000  0.001  1.000  0.002  0.500  0.000  0.000  0.000  0.000  0.000
11111.1   80  1.8522 -4.229e-01  0.020  0.024    1.60  0.0148  0.148  0.042  0.000  0.001  1.000  0.003  0.500  0.000  0.000  0.000  0.000  0.000
 9708.7   80  1.8313 -4.132e-01  0.020  0.024    1.60  0.0169  0.169  0.042  0.000  0.001  1.000  0.004  0.500  0.001  0.000  0.000  0.000  0.000
 8849.6   80  1.8130 -4.020e-01  0.020  0.024    1.60  0.0182  0.182  0.042  0.000  0.001  1.000  0.004  0.500  0.001  0.000  0.000  0.000  0.000
 7782.1   80  1.7830 -3.859e-01  0.020  0.024    1.60  0.0205  0.205  0.042  0.000  0.002  1.000  0.005  0.500  0.001  0.000  0.000  0.000  0.000
 6968.6   80  1.7462 -3.719e-01  0.020  0.024    1.60  0.0228  0.227  0.042  0.000  0.002  1.000  0.007  0.500  0.001  0.000  0.000  0.000  0.000
 6097.6   80  1.7323 -3.605e-01  0.020  0.024    1.60  0.0255  0.255  0.042  0.000  0.003  1.000  0.009  0.500  0.001  0.000  0.000  0.000  0.000
 5154.6   80  1.7043 -3.490e-01  0.020  0.024    1.60  0.0300  0.300  0.042  0.000  0.004  1.000  0.012  0.500  0.002  0.000  0.000  0.000  0.000
 4618.9   80  1.6867 -3.421e-01  0.020  0.024    1.60  0.0334  0.333  0.042  0.001  0.005  1.000  0.015  0.500  0.003  0.000  0.000  0.000  0.000
 4319.7   80  1.6792 -3.398e-01  0.020  0.024    1.60  0.0357  0.356  0.042  0.001  0.006  1.000  0.018  0.500  0.003  0.000  0.000  0.000  0.000
 4016.1   80  1.6720 -3.363e-01  0.020  0.024    1.60  0.0382  0.382  0.042  0.001  0.007  1.000  0.020  0.500  0.003  0.000  0.000  0.000  0.000
 3418.8   80  1.6438 -3.196e-01  0.020  0.024    1.60  0.0438  0.438  0.042  0.001  0.009  1.000  0.027  0.500  0.005  0.000  0.000  0.000  0.000
 3444.7   80  1.6452 -3.211e-01  0.020  0.024    1.60  0.0436  0.436  0.042  0.001  0.009  1.000  0.026  0.500  0.005  0.000  0.000  0.000  0.000
 2777.0   80  1.6174 -3.065e-01  0.020  0.024    1.60  0.0531  0.531  0.042  0.002  0.013  1.000  0.039  0.500  0.007  0.000  0.000  0.000  0.000
 2320.2   80  1.6098 -2.897e-01  0.020  0.024    1.60  0.0608  0.608  0.042  0.004  0.018  1.000  0.057  0.501  0.011  0.000  0.000  0.000  0.000
 2044.2   80  1.6029 -2.847e-01  0.020  0.024    1.60  0.0685  0.685  0.042  0.006  0.024  1.000  0.073  0.502  0.014  0.000  0.000  0.000  0.000
 1778.4   80  1.5972 -2.791e-01  0.020  0.024    1.60  0.0784  0.783  0.042  0.009  0.032  1.000  0.095  0.504  0.017  0.001  0.000  0.000  0.000
 1455.2   80  1.5827 -2.644e-01  0.020  0.024    1.60  0.0936  0.935  0.042  0.015  0.045  1.000  0.137  0.508  0.025  0.001  0.000  0.000  0.000
 1270.3   80  1.5787 -2.603e-01  0.020  0.024    1.60  0.1078  1.077  0.042  0.022  0.058  1.000  0.176  0.512  0.032  0.002  0.000  0.000  0.000
  944.3   80  1.5753 -2.535e-01  0.020  0.024    1.60  0.1494  1.493  0.042  0.048  0.098  1.000  0.294  0.531  0.055  0.005  0.001  0.000  0.000
  693.5   80  1.5731 -2.493e-01  0.020  0.024    1.60  0.2213  2.211  0.042  0.099  0.158  1.000  0.475  0.576  0.096  0.015  0.002  0.000  0.000
