h2so4 RRTMG LUT interpolated from GADS (DAR 09/2013)
V0.1 - contains Fast-J wavelengths but is the same as the original jv_spec.dat values
  w(nm)   RH       N         iK  RgDry  RgWet      Sg       Q  Alpha  r-eff ss-alb  g-sym  pi(0)  pi(1)  pi(2)  pi(3)  pi(4)  pi(5)  pi(6)  pi(7)
 3444.7   00  1.3636 -1.595e-01  0.089  0.089    0.60  0.1223  0.314  0.172  0.047  0.136  1.000  0.409  0.570  0.095  0.016  0.003  0.001  0.000
 2777.0   00  1.3064 -4.726e-02  0.089  0.089    0.60  0.0526  0.135  0.172  0.341  0.188  1.000  0.563  0.634  0.149  0.033  0.009  0.002  0.000
 2320.2   00  1.3633  4.055e-03  0.089  0.089    0.60  0.0175  0.045  0.172  0.917  0.249  1.000  0.747  0.723  0.212  0.060  0.017  0.006  0.002
 2044.2   00  1.3818 -5.886e-04  0.089  0.089    0.60  0.0365  0.093  0.172  0.954  0.292  1.000  0.876  0.798  0.268  0.087  0.028  0.010  0.004
 1778.4   00  1.3930 -6.187e-04  0.089  0.089    0.60  0.0594  0.153  0.172  0.986  0.342  1.000  1.025  0.898  0.347  0.129  0.046  0.018  0.007
 1455.2   00  1.4048 -1.276e-04  0.089  0.089    0.60  0.1143  0.293  0.172  0.998  0.415  1.000  1.244  1.075  0.494  0.217  0.089  0.038  0.016
 1270.3   00  1.4122 -1.808e-05  0.089  0.089    0.60  0.1743  0.447  0.172  1.000  0.463  1.000  1.390  1.215  0.619  0.300  0.133  0.062  0.027
  944.3   00  1.4239 -1.739e-06  0.089  0.089    0.60  0.3981  1.022  0.172  1.000  0.559  1.000  1.678  1.560  0.965  0.556  0.291  0.155  0.079
  693.5   00  1.4282 -1.845e-08  0.089  0.089    0.60  0.8029  2.061  0.172  1.000  0.639  1.000  1.917  1.950  1.419  0.946  0.572  0.344  0.198
  527.1   00  1.4306 -9.589e-09  0.089  0.089    0.60  1.3284  3.410  0.172  1.000  0.690  1.000  2.068  2.279  1.854  1.375  0.931  0.614  0.391
  399.8   00  1.4400 -1.000e-08  0.089  0.089    0.60  1.9955  5.123  0.172  1.000  0.719  1.000  2.156  2.539  2.240  1.812  1.344  0.963  0.674
  329.1   00  1.4587 -9.998e-09  0.089  0.089    0.60  2.4982  6.414  0.172  1.000  0.721  1.000  2.164  2.637  2.403  2.042  1.591  1.200  0.891
  229.8   00  1.4860 -1.000e-08  0.089  0.089    0.60  2.9959  7.691  0.172  1.000  0.708  1.000  2.123  2.706  2.535  2.338  1.956  1.624  1.324
 7082.2   00  1.2350 -1.491e-01  0.089  0.089    0.60  0.0550  0.141  0.172  0.004  0.039  1.000  0.115  0.506  0.026  0.001  0.000  0.000  0.000
  300.0   50  1.3920 -1.390e-08  0.089  0.118    0.60  2.7944  5.441  0.227  1.000  0.771  1.000  2.313  3.057  3.083  2.910  2.545  2.149  1.796
  400.0   50  1.3750 -4.760e-09  0.089  0.118    0.60  2.2421  4.366  0.227  1.000  0.774  1.000  2.321  2.960  2.893  2.581  2.127  1.682  1.302
  440.0   50  1.3716 -4.194e-09  0.089  0.118    0.60  2.0216  3.937  0.227  1.000  0.769  1.000  2.307  2.896  2.782  2.429  1.955  1.510  1.139
  500.0   50  1.3690 -4.210e-09  0.089  0.118    0.60  1.7265  3.362  0.227  1.000  0.759  1.000  2.276  2.787  2.599  2.197  1.707  1.276  0.927
  550.0   50  1.3680 -4.830e-09  0.089  0.118    0.60  1.5135  2.947  0.227  1.000  0.748  1.000  2.244  2.691  2.445  2.011  1.519  1.105  0.781
  600.0   50  1.3670 -1.230e-08  0.089  0.118    0.60  1.3255  2.581  0.227  1.000  0.737  1.000  2.210  2.595  2.297  1.840  1.351  0.958  0.659
  675.0   50  1.3660 -2.085e-08  0.089  0.118    0.60  1.0896  2.122  0.227  1.000  0.719  1.000  2.155  2.454  2.086  1.607  1.132  0.775  0.513
  800.0   50  1.3640 -1.110e-07  0.089  0.118    0.60  0.7916  1.541  0.227  1.000  0.686  1.000  2.058  2.232  1.776  1.285  0.848  0.549  0.343
  870.0   50  1.3633  1.010e-06  0.089  0.118    0.60  0.6673  1.299  0.227  1.000  0.667  1.000  2.002  2.116  1.623  1.135  0.723  0.454  0.275
 1000.0   50  1.3610 -2.400e-06  0.089  0.118    0.60  0.4897  0.954  0.227  1.000  0.632  1.000  1.896  1.920  1.379  0.906  0.543  0.324  0.186
 1020.0   50  1.3605  4.563e-06  0.089  0.118    0.60  0.4672  0.910  0.227  1.000  0.627  1.000  1.880  1.892  1.346  0.876  0.520  0.308  0.175
55555.6   50  1.6630 -2.840e-01  0.089  0.118    0.60  0.0202  0.039  0.227  0.000  0.004  1.000  0.011  0.500  0.002  0.000  0.000  0.000  0.000
23529.4   50  1.6596 -2.404e-01  0.089  0.118    0.60  0.0251  0.049  0.227  0.001  0.008  1.000  0.025  0.500  0.005  0.000  0.000  0.000  0.000
17699.1   50  1.5819 -3.592e-01  0.089  0.118    0.60  0.0550  0.107  0.227  0.002  0.013  1.000  0.040  0.501  0.007  0.000  0.000  0.000  0.000
15037.6   50  1.3838 -3.351e-01  0.089  0.118    0.60  0.0694  0.135  0.227  0.001  0.017  1.000  0.050  0.501  0.010  0.000  0.000  0.000  0.000
13157.9   50  1.3430 -2.745e-01  0.089  0.118    0.60  0.0669  0.130  0.227  0.002  0.022  1.000  0.064  0.502  0.014  0.000  0.000  0.000  0.000
11111.1   50  1.3450 -2.413e-01  0.089  0.118    0.60  0.0702  0.137  0.227  0.003  0.029  1.000  0.088  0.504  0.019  0.001  0.000  0.000  0.000
 9708.7   50  1.4557 -2.952e-01  0.089  0.118    0.60  0.0918  0.179  0.227  0.007  0.039  1.000  0.118  0.507  0.023  0.001  0.000  0.000  0.000
 8849.6   50  1.3928 -2.799e-01  0.089  0.118    0.60  0.1000  0.195  0.227  0.007  0.045  1.000  0.136  0.508  0.028  0.002  0.000  0.000  0.000
 7782.1   50  1.2406 -1.734e-01  0.089  0.118    0.60  0.0772  0.150  0.227  0.007  0.053  1.000  0.159  0.513  0.036  0.002  0.000  0.000  0.000
 6968.6   50  1.2906 -6.312e-02  0.089  0.118    0.60  0.0315  0.062  0.227  0.022  0.068  1.000  0.202  0.519  0.045  0.004  0.000  0.000  0.000
 6097.6   50  1.3559 -1.307e-01  0.089  0.118    0.60  0.0721  0.140  0.227  0.026  0.087  1.000  0.260  0.530  0.056  0.006  0.001  0.000  0.000
 5154.6   50  1.3318 -5.135e-02  0.089  0.118    0.60  0.0365  0.071  0.227  0.073  0.114  1.000  0.342  0.552  0.078  0.011  0.002  0.000  0.000
 4618.9   50  1.3484 -5.167e-02  0.089  0.118    0.60  0.0422  0.082  0.227  0.108  0.136  1.000  0.410  0.572  0.095  0.016  0.003  0.001  0.000
 4319.7   50  1.3538 -5.039e-02  0.089  0.118    0.60  0.0454  0.088  0.227  0.130  0.151  1.000  0.455  0.588  0.108  0.019  0.004  0.001  0.000
 4016.1   50  1.3622 -4.802e-02  0.089  0.118    0.60  0.0488  0.095  0.227  0.165  0.169  1.000  0.508  0.608  0.124  0.025  0.006  0.001  0.000
 3418.8   50  1.3941 -6.889e-02  0.089  0.118    0.60  0.0857  0.167  0.227  0.194  0.213  1.000  0.640  0.662  0.166  0.040  0.010  0.003  0.001
 3444.7   50  1.3926 -6.679e-02  0.089  0.118    0.60  0.0825  0.161  0.227  0.194  0.211  1.000  0.633  0.659  0.163  0.039  0.010  0.003  0.001
 2777.0   50  1.2890 -1.618e-01  0.089  0.118    0.60  0.2100  0.409  0.227  0.364  0.256  1.000  0.766  0.740  0.241  0.074  0.023  0.007  0.003
 2320.2   50  1.3070  2.942e-02  0.089  0.118    0.60  0.0032  0.007  0.227  0.997  0.340  1.000  1.018  0.909  0.365  0.138  0.051  0.021  0.008
 2044.2   50  1.3314  2.636e-03  0.089  0.118    0.60  0.0611  0.119  0.227  0.972  0.386  1.000  1.159  1.019  0.456  0.192  0.077  0.033  0.014
 1778.4   50  1.3412 -9.012e-04  0.089  0.118    0.60  0.1021  0.198  0.227  0.992  0.439  1.000  1.318  1.164  0.583  0.274  0.121  0.056  0.025
 1455.2   50  1.3511 -3.206e-04  0.089  0.118    0.60  0.1860  0.362  0.227  0.997  0.513  1.000  1.540  1.406  0.811  0.436  0.216  0.109  0.054
 1270.3   50  1.3546 -4.998e-05  0.089  0.118    0.60  0.2687  0.523  0.227  1.000  0.560  1.000  1.680  1.587  0.998  0.581  0.310  0.168  0.088
  944.3   50  1.3623 -5.236e-06  0.089  0.118    0.60  0.5588  1.088  0.227  1.000  0.647  1.000  1.941  2.000  1.477  0.996  0.613  0.373  0.219
  693.5   50  1.3660 -2.638e-08  0.089  0.118    0.60  1.0400  2.025  0.227  1.000  0.714  1.000  2.141  2.419  2.036  1.553  1.084  0.735  0.482
  527.1   50  1.3684 -3.835e-09  0.089  0.118    0.60  1.6074  3.130  0.227  1.000  0.753  1.000  2.259  2.735  2.515  2.094  1.602  1.180  0.844
  399.8   50  1.3750 -4.771e-09  0.089  0.118    0.60  2.2435  4.369  0.227  1.000  0.774  1.000  2.321  2.960  2.894  2.582  2.128  1.683  1.303
  329.1   50  1.3855 -9.583e-09  0.089  0.118    0.60  2.6484  5.157  0.227  1.000  0.774  1.000  2.324  3.040  3.045  2.824  2.425  2.002  1.629
  229.8   50  1.4079 -2.669e-08  0.089  0.118    0.60  2.9811  5.804  0.227  1.000  0.756  1.000  2.269  3.055  3.101  3.046  2.763  2.452  2.168
 7082.2   50  1.2833 -7.157e-02  0.089  0.118    0.60  0.0349  0.068  0.227  0.019  0.065  1.000  0.196  0.518  0.043  0.004  0.000  0.000  0.000
  300.0   70  1.3800 -1.440e-08  0.089  0.129    0.60  2.8446  5.067  0.248  1.000  0.779  1.000  2.338  3.133  3.217  3.096  2.768  2.392  2.045
  400.0   70  1.3650 -3.970e-09  0.089  0.129    0.60  2.3617  4.207  0.248  1.000  0.784  1.000  2.352  3.054  3.054  2.791  2.360  1.914  1.521
  440.0   70  1.3624 -3.323e-09  0.089  0.129    0.60  2.1566  3.842  0.248  1.000  0.780  1.000  2.341  2.997  2.949  2.641  2.185  1.733  1.343
  500.0   70  1.3600 -3.330e-09  0.089  0.129    0.60  1.8681  3.327  0.248  1.000  0.772  1.000  2.315  2.898  2.778  2.414  1.933  1.485  1.111
  550.0   70  1.3580 -4.040e-09  0.089  0.129    0.60  1.6482  2.936  0.248  1.000  0.763  1.000  2.290  2.812  2.635  2.234  1.742  1.306  0.951
  600.0   70  1.3570 -1.190e-08  0.089  0.129    0.60  1.4561  2.594  0.248  1.000  0.753  1.000  2.260  2.722  2.491  2.060  1.565  1.145  0.813
  675.0   70  1.3560 -2.161e-08  0.089  0.129    0.60  1.2109  2.157  0.248  1.000  0.737  1.000  2.211  2.587  2.282  1.819  1.330  0.940  0.643
  800.0   70  1.3540 -1.150e-07  0.089  0.129    0.60  0.8942  1.593  0.248  1.000  0.707  1.000  2.122  2.372  1.968  1.479  1.017  0.681  0.441
  870.0   70  1.3532  1.138e-06  0.089  0.129    0.60  0.7594  1.353  0.248  1.000  0.690  1.000  2.070  2.258  1.811  1.317  0.877  0.570  0.359
 1000.0   70  1.3520 -2.540e-06  0.089  0.129    0.60  0.5677  1.011  0.248  1.000  0.657  1.000  1.972  2.060  1.552  1.066  0.669  0.414  0.248
 1020.0   70  1.3517  5.255e-06  0.089  0.129    0.60  0.5432  0.967  0.248  1.000  0.652  1.000  1.957  2.032  1.516  1.032  0.642  0.395  0.235
55555.6   70  1.6270 -2.980e-01  0.089  0.129    0.60  0.0239  0.043  0.248  0.000  0.004  1.000  0.013  0.500  0.002  0.000  0.000  0.000  0.000
23529.4   70  1.6203 -2.742e-01  0.089  0.129    0.60  0.0326  0.058  0.248  0.001  0.009  1.000  0.029  0.500  0.005  0.000  0.000  0.000  0.000
17699.1   70  1.5353 -3.777e-01  0.089  0.129    0.60  0.0654  0.116  0.248  0.002  0.015  1.000  0.046  0.501  0.009  0.000  0.000  0.000  0.000
15037.6   70  1.3536 -3.531e-01  0.089  0.129    0.60  0.0819  0.146  0.248  0.002  0.019  1.000  0.058  0.502  0.012  0.000  0.000  0.000  0.000
13157.9   70  1.2917 -2.866e-01  0.089  0.129    0.60  0.0790  0.140  0.248  0.002  0.024  1.000  0.074  0.503  0.016  0.001  0.000  0.000  0.000
11111.1   70  1.2908 -2.041e-01  0.089  0.129    0.60  0.0673  0.120  0.248  0.004  0.033  1.000  0.101  0.505  0.022  0.001  0.000  0.000  0.000
 9708.7   70  1.3956 -2.276e-01  0.089  0.129    0.60  0.0809  0.144  0.248  0.008  0.045  1.000  0.136  0.509  0.027  0.002  0.000  0.000  0.000
 8849.6   70  1.3591 -2.142e-01  0.089  0.129    0.60  0.0858  0.153  0.248  0.009  0.052  1.000  0.158  0.511  0.033  0.002  0.000  0.000  0.000
 7782.1   70  1.2562 -1.359e-01  0.089  0.129    0.60  0.0658  0.117  0.248  0.009  0.063  1.000  0.189  0.517  0.042  0.003  0.000  0.000  0.000
 6968.6   70  1.2953 -5.284e-02  0.089  0.129    0.60  0.0291  0.052  0.248  0.034  0.079  1.000  0.236  0.527  0.053  0.006  0.001  0.000  0.000
 6097.6   70  1.3446 -1.230e-01  0.089  0.129    0.60  0.0755  0.135  0.248  0.032  0.100  1.000  0.299  0.539  0.066  0.008  0.001  0.000  0.000
 5154.6   70  1.3303 -3.842e-02  0.089  0.129    0.60  0.0318  0.056  0.248  0.109  0.132  1.000  0.394  0.569  0.093  0.015  0.003  0.001  0.000
 4618.9   70  1.3433 -4.183e-02  0.089  0.129    0.60  0.0398  0.071  0.248  0.154  0.156  1.000  0.468  0.594  0.113  0.021  0.004  0.001  0.000
 4319.7   70  1.3497 -3.924e-02  0.089  0.129    0.60  0.0420  0.075  0.248  0.188  0.173  1.000  0.518  0.613  0.129  0.026  0.006  0.001  0.000
 4016.1   70  1.3592 -3.623e-02  0.089  0.129    0.60  0.0449  0.080  0.248  0.241  0.193  1.000  0.578  0.638  0.148  0.034  0.008  0.002  0.001
 3418.8   70  1.3998 -5.523e-02  0.089  0.129    0.60  0.0846  0.151  0.248  0.273  0.241  1.000  0.723  0.703  0.196  0.054  0.015  0.005  0.002
 3444.7   70  1.3973 -5.276e-02  0.089  0.129    0.60  0.0806  0.144  0.248  0.276  0.239  1.000  0.716  0.700  0.194  0.052  0.014  0.004  0.002
 2777.0   70  1.2863 -1.794e-01  0.089  0.129    0.60  0.2552  0.455  0.248  0.373  0.281  1.000  0.843  0.789  0.283  0.094  0.031  0.011  0.004
 2320.2   70  1.2984  3.334e-02  0.089  0.129    0.60  0.0044  0.008  0.248  1.000  0.372  1.000  1.117  0.989  0.433  0.177  0.070  0.029  0.013
 2044.2   70  1.3233  3.138e-03  0.089  0.129    0.60  0.0754  0.134  0.248  0.976  0.419  1.000  1.258  1.111  0.538  0.243  0.105  0.047  0.021
 1778.4   70  1.3332 -9.448e-04  0.089  0.129    0.60  0.1249  0.222  0.248  0.993  0.472  1.000  1.417  1.270  0.682  0.342  0.160  0.077  0.037
 1455.2   70  1.3429 -3.504e-04  0.089  0.129    0.60  0.2238  0.399  0.248  0.997  0.545  1.000  1.635  1.529  0.939  0.533  0.279  0.148  0.077
 1270.3   70  1.3456 -5.488e-05  0.089  0.129    0.60  0.3181  0.567  0.248  1.000  0.590  1.000  1.769  1.719  1.145  0.701  0.393  0.222  0.122
  944.3   70  1.3527 -5.775e-06  0.089  0.129    0.60  0.6423  1.144  0.248  1.000  0.672  1.000  2.014  2.142  1.657  1.166  0.750  0.474  0.290
  693.5   70  1.3560 -2.756e-08  0.089  0.129    0.60  1.1589  2.064  0.248  1.000  0.733  1.000  2.198  2.554  2.231  1.763  1.277  0.895  0.607
  527.1   70  1.3588 -2.962e-09  0.089  0.129    0.60  1.7456  3.109  0.248  1.000  0.767  1.000  2.302  2.852  2.700  2.315  1.827  1.385  1.021
  399.8   70  1.3650 -3.983e-09  0.089  0.129    0.60  2.3630  4.209  0.248  1.000  0.784  1.000  2.352  3.054  3.055  2.792  2.361  1.915  1.522
  329.1   70  1.3740 -9.475e-09  0.089  0.129    0.60  2.7245  4.853  0.248  1.000  0.784  1.000  2.351  3.123  3.190  3.019  2.654  2.244  1.871
  229.8   70  1.3960 -2.925e-08  0.089  0.129    0.60  2.9756  5.300  0.248  1.000  0.763  1.000  2.288  3.116  3.209  3.203  2.963  2.686  2.426
 7082.2   70  1.2907 -5.986e-02  0.089  0.129    0.60  0.0322  0.057  0.248  0.028  0.076  1.000  0.229  0.525  0.052  0.005  0.001  0.000  0.000
  300.0   80  1.3740 -1.480e-08  0.089  0.138    0.60  2.8807  4.796  0.265  1.000  0.783  1.000  2.348  3.175  3.294  3.213  2.914  2.559  2.225
  400.0   80  1.3600 -3.520e-09  0.089  0.138    0.60  2.4584  4.093  0.265  1.000  0.790  1.000  2.369  3.113  3.157  2.931  2.523  2.083  1.685
  440.0   80  1.3566 -2.833e-09  0.089  0.138    0.60  2.2591  3.762  0.265  1.000  0.788  1.000  2.363  3.065  3.066  2.795  2.357  1.905  1.505
  500.0   80  1.3550 -2.840e-09  0.089  0.138    0.60  1.9836  3.303  0.265  1.000  0.780  1.000  2.340  2.972  2.902  2.570  2.101  1.646  1.257
  550.0   80  1.3530 -3.600e-09  0.089  0.138    0.60  1.7647  2.938  0.265  1.000  0.773  1.000  2.318  2.893  2.766  2.394  1.908  1.460  1.086
  600.0   80  1.3520 -1.170e-08  0.089  0.138    0.60  1.5705  2.615  0.265  1.000  0.764  1.000  2.291  2.808  2.627  2.220  1.727  1.291  0.937
  675.0   80  1.3510 -2.198e-08  0.089  0.138    0.60  1.3186  2.196  0.265  1.000  0.749  1.000  2.247  2.680  2.423  1.978  1.483  1.072  0.751
  800.0   80  1.3490 -1.170e-07  0.089  0.138    0.60  0.9869  1.643  0.265  1.000  0.722  1.000  2.166  2.472  2.110  1.629  1.152  0.791  0.525
  870.0   80  1.3483  1.210e-06  0.089  0.138    0.60  0.8439  1.405  0.265  1.000  0.706  1.000  2.118  2.360  1.951  1.460  1.001  0.668  0.431
 1000.0   80  1.3460 -2.610e-06  0.089  0.138    0.60  0.6339  1.056  0.265  1.000  0.676  1.000  2.027  2.167  1.689  1.197  0.776  0.494  0.303
 1020.0   80  1.3455  5.659e-06  0.089  0.138    0.60  0.6069  1.011  0.265  1.000  0.671  1.000  2.013  2.139  1.653  1.161  0.747  0.472  0.287
55555.6   80  1.6070 -3.060e-01  0.089  0.138    0.60  0.0267  0.044  0.265  0.000  0.005  1.000  0.015  0.500  0.003  0.000  0.000  0.000  0.000
23529.4   80  1.5988 -2.936e-01  0.089  0.138    0.60  0.0381  0.064  0.265  0.001  0.011  1.000  0.033  0.501  0.005  0.000  0.000  0.000  0.000
17699.1   80  1.5084 -3.882e-01  0.089  0.138    0.60  0.0733  0.122  0.265  0.002  0.017  1.000  0.053  0.501  0.010  0.000  0.000  0.000  0.000
15037.6   80  1.3358 -3.641e-01  0.089  0.138    0.60  0.0915  0.152  0.265  0.002  0.022  1.000  0.065  0.502  0.014  0.000  0.000  0.000  0.000
13157.9   80  1.2627 -2.922e-01  0.089  0.138    0.60  0.0882  0.147  0.265  0.002  0.027  1.000  0.081  0.504  0.018  0.001  0.000  0.000  0.000
11111.1   80  1.2605 -1.835e-01  0.089  0.138    0.60  0.0659  0.109  0.265  0.004  0.037  1.000  0.113  0.507  0.024  0.001  0.000  0.000  0.000
 9708.7   80  1.3607 -1.894e-01  0.089  0.138    0.60  0.0737  0.123  0.265  0.008  0.051  1.000  0.152  0.511  0.032  0.002  0.000  0.000  0.000
 8849.6   80  1.3393 -1.771e-01  0.089  0.138    0.60  0.0772  0.129  0.265  0.011  0.059  1.000  0.177  0.515  0.038  0.003  0.000  0.000  0.000
 7782.1   80  1.2658 -1.141e-01  0.089  0.138    0.60  0.0593  0.099  0.265  0.014  0.071  1.000  0.213  0.522  0.048  0.004  0.000  0.000  0.000
 6968.6   80  1.2973 -4.697e-02  0.089  0.138    0.60  0.0281  0.047  0.265  0.045  0.089  1.000  0.265  0.533  0.060  0.007  0.001  0.000  0.000
 6097.6   80  1.3384 -1.187e-01  0.089  0.138    0.60  0.0790  0.131  0.265  0.038  0.110  1.000  0.331  0.548  0.075  0.010  0.002  0.000  0.000
 5154.6   80  1.3291 -3.116e-02  0.089  0.138    0.60  0.0293  0.049  0.265  0.146  0.146  1.000  0.437  0.582  0.105  0.019  0.004  0.001  0.000
 4618.9   80  1.3403 -3.631e-02  0.089  0.138    0.60  0.0392  0.066  0.265  0.196  0.172  1.000  0.517  0.613  0.129  0.027  0.006  0.002  0.001
 4319.7   80  1.3468 -3.300e-02  0.089  0.138    0.60  0.0408  0.068  0.265  0.240  0.190  1.000  0.570  0.635  0.146  0.033  0.008  0.002  0.001
 4016.1   80  1.3572 -2.953e-02  0.089  0.138    0.60  0.0435  0.073  0.265  0.310  0.211  1.000  0.633  0.663  0.168  0.041  0.011  0.003  0.001
 3418.8   80  1.4029 -4.761e-02  0.089  0.138    0.60  0.0867  0.145  0.265  0.338  0.263  1.000  0.789  0.739  0.224  0.066  0.019  0.006  0.002
 3444.7   80  1.3996 -4.493e-02  0.089  0.138    0.60  0.0819  0.136  0.265  0.344  0.261  1.000  0.782  0.735  0.221  0.064  0.019  0.006  0.002
 2777.0   80  1.2844 -1.894e-01  0.089  0.138    0.60  0.2892  0.482  0.265  0.379  0.301  1.000  0.904  0.831  0.319  0.113  0.040  0.015  0.006
 2320.2   80  1.2933  3.554e-02  0.089  0.138    0.60  0.0071  0.012  0.265  1.000  0.399  1.000  1.195  1.057  0.493  0.214  0.088  0.038  0.017
 2044.2   80  1.3192  3.419e-03  0.089  0.138    0.60  0.0892  0.149  0.265  0.979  0.445  1.000  1.334  1.187  0.608  0.290  0.130  0.060  0.027
 1778.4   80  1.3292 -9.696e-04  0.089  0.138    0.60  0.1464  0.244  0.265  0.994  0.497  1.000  1.492  1.356  0.766  0.402  0.196  0.098  0.048
 1455.2   80  1.3389 -3.676e-04  0.089  0.138    0.60  0.2594  0.432  0.265  0.997  0.568  1.000  1.704  1.625  1.043  0.617  0.335  0.184  0.098
 1270.3   80  1.3408 -5.767e-05  0.089  0.138    0.60  0.3637  0.606  0.265  1.000  0.611  1.000  1.833  1.821  1.263  0.802  0.467  0.271  0.152
  944.3   80  1.3473 -6.079e-06  0.089  0.138    0.60  0.7165  1.193  0.265  1.000  0.689  1.000  2.066  2.247  1.796  1.302  0.864  0.561  0.352
  693.5   80  1.3510 -2.819e-08  0.089  0.138    0.60  1.2647  2.106  0.265  1.000  0.745  1.000  2.235  2.648  2.373  1.921  1.427  1.023  0.710
  527.1   80  1.3540 -2.475e-09  0.089  0.138    0.60  1.8629  3.102  0.265  1.000  0.776  1.000  2.328  2.929  2.828  2.473  1.994  1.542  1.160
