brc RRTMG LUT interpolated from GADS (DAR 09/2013)
V0.1 - contains Fast-J wavelengths but is the same as the original jv_spec.dat values
  w(nm)   RH       N         iK  RgDry  RgWet      Sg       Q  Alpha  r-eff ss-alb  g-sym  pi(0)  pi(1)  pi(2)  pi(3)  pi(4)  pi(5)  pi(6)  pi(7)
55555.6   50  1.8103 -1.920e-01  0.021  0.080    1.60  0.0075  0.031  0.139  0.000  0.001  1.000  0.003  0.500  0.001  0.000  0.000  0.000  0.000
23529.4   50  1.8284 -8.186e-02  0.021  0.080    1.60  0.0047  0.019  0.139  0.000  0.003  1.000  0.007  0.500  0.001  0.000  0.000  0.000  0.000
17699.1   50  1.8760 -3.097e-02  0.021  0.080    1.60  0.0024  0.010  0.139  0.010  0.004  1.000  0.013  0.500  0.002  0.000  0.000  0.000  0.000
15037.6   50  1.3771 -4.150e-02  0.021  0.080    1.60  0.0054  0.022  0.139  0.002  0.005  1.000  0.014  0.500  0.003  0.000  0.000  0.000  0.000
13157.9   50  1.4873  4.578e-02  0.021  0.080    1.60  0.0000  0.000  0.139  0.000  0.006  1.000  0.019  0.500  0.004  0.000  0.000  0.000  0.000
11111.1   50  1.5495 -4.117e-03  0.021  0.080    1.60  0.0007  0.003  0.139  0.022  0.009  1.000  0.027  0.500  0.005  0.000  0.000  0.000  0.000
 9708.7   50  1.7056 -5.463e-02  0.021  0.080    1.60  0.0088  0.037  0.139  0.011  0.013  1.000  0.039  0.501  0.006  0.000  0.000  0.000  0.000
 8849.6   50  2.2987 -2.227e-01  0.021  0.080    1.60  0.0231  0.095  0.139  0.014  0.022  1.000  0.065  0.501  0.007  0.000  0.000  0.000  0.000
 7782.1   50  1.2670 -3.604e-02  0.021  0.080    1.60  0.0098  0.041  0.139  0.000  0.016  1.000  0.048  0.501  0.010  0.000  0.000  0.000  0.000
 6968.6   50  1.3984 -3.618e-02  0.021  0.080    1.60  0.0100  0.041  0.139  0.090  0.022  1.000  0.064  0.502  0.013  0.000  0.000  0.000  0.000
 6097.6   50  1.3888  1.095e-02  0.021  0.080    1.60  0.0000  0.000  0.139  0.000  0.027  1.000  0.082  0.503  0.016  0.000  0.000  0.000  0.000
 5154.6   50  1.4144 -8.325e-03  0.021  0.080    1.60  0.0034  0.014  0.139  0.196  0.039  1.000  0.115  0.505  0.023  0.001  0.000  0.000  0.000
 4618.9   50  1.4216 -5.154e-03  0.021  0.080    1.60  0.0030  0.013  0.139  0.257  0.048  1.000  0.142  0.509  0.029  0.002  0.000  0.000  0.000
 4319.7   50  1.4259 -4.809e-03  0.021  0.080    1.60  0.0032  0.014  0.139  0.354  0.054  1.000  0.161  0.512  0.032  0.002  0.000  0.000  0.000
 4016.1   50  1.4258 -2.367e-03  0.021  0.080    1.60  0.0026  0.011  0.139  0.559  0.062  1.000  0.185  0.515  0.037  0.002  0.000  0.000  0.000
 3418.8   50  1.4287  2.176e-06  0.021  0.080    1.60  0.0027  0.011  0.139  1.000  0.082  1.000  0.247  0.525  0.049  0.005  0.000  0.000  0.000
 3444.7   50  1.4308 -4.524e-04  0.021  0.080    1.60  0.0029  0.012  0.139  1.000  0.081  1.000  0.244  0.524  0.048  0.004  0.000  0.000  0.000
 2777.0   50  1.3782  4.627e-02  0.021  0.080    1.60  0.0000  0.000  0.139  0.434  0.115  1.000  0.345  0.549  0.074  0.009  0.001  0.000  0.000
 2320.2   50  1.3742 -1.689e-02  0.021  0.080    1.60  0.0212  0.088  0.139  0.593  0.152  1.000  0.455  0.582  0.104  0.017  0.003  0.000  0.000
 2044.2   50  1.3836 -6.187e-03  0.021  0.080    1.60  0.0208  0.086  0.139  0.737  0.185  1.000  0.556  0.619  0.132  0.026  0.006  0.001  0.000
 1778.4   50  1.4210 -1.146e-02  0.021  0.080    1.60  0.0432  0.179  0.139  0.675  0.230  1.000  0.692  0.676  0.172  0.041  0.009  0.003  0.001
 1455.2   50  1.4577 -1.588e-02  0.021  0.080    1.60  0.0913  0.378  0.139  0.729  0.303  1.000  0.908  0.787  0.252  0.077  0.021  0.007  0.002
 1270.3   50  1.4572 -1.383e-02  0.021  0.080    1.60  0.1284  0.532  0.139  0.798  0.353  1.000  1.059  0.886  0.328  0.115  0.037  0.013  0.005
  944.3   50  1.4666 -1.019e-02  0.021  0.080    1.60  0.2847  1.180  0.139  0.898  0.464  1.000  1.392  1.168  0.564  0.255  0.104  0.044  0.018
  693.5   50  1.4738 -4.992e-03  0.021  0.080    1.60  0.6073  2.518  0.139  0.964  0.566  1.000  1.696  1.535  0.928  0.517  0.255  0.130  0.061
  527.1   50  1.4746 -5.375e-03  0.021  0.080    1.60  1.0830  4.490  0.139  0.968  0.635  1.000  1.904  1.890  1.341  0.863  0.498  0.286  0.155
  399.8   50  1.4761 -1.582e-02  0.021  0.080    1.60  1.7278  7.163  0.139  0.918  0.689  1.000  2.067  2.242  1.811  1.314  0.870  0.558  0.344
  329.1   50  1.4778 -2.823e-02  0.021  0.080    1.60  2.1832  9.052  0.139  0.865  0.721  1.000  2.164  2.473  2.156  1.682  1.212  0.835  0.559
  229.8   50  1.4831 -3.360e-02  0.021  0.080    1.60  2.7632 11.457  0.139  0.835  0.751  1.000  2.251  2.756  2.626  2.270  1.834  1.412  1.068
 7082.2   50  1.3877 -3.943e-02  0.021  0.080    1.60  0.0108  0.044  0.139  0.048  0.021  1.000  0.061  0.502  0.013  0.000  0.000  0.000  0.000
  300.0   70  1.4623 -2.950e-02  0.021  0.083    1.60  2.3906  9.542  0.145  0.856  0.743  1.000  2.228  2.648  2.424  1.994  1.521  1.107  0.787
  400.0   70  1.4586 -1.380e-02  0.021  0.083    1.60  1.7320  6.913  0.145  0.926  0.700  1.000  2.101  2.320  1.915  1.419  0.961  0.628  0.395
  440.0   70  1.4579 -9.971e-03  0.021  0.083    1.60  1.5013  5.992  0.145  0.944  0.683  1.000  2.051  2.202  1.746  1.245  0.808  0.508  0.306
  500.0   70  1.4571 -6.020e-03  0.021  0.083    1.60  1.2059  4.813  0.145  0.964  0.659  1.000  1.976  2.037  1.523  1.029  0.627  0.376  0.213
  550.0   70  1.4563 -3.910e-03  0.021  0.083    1.60  1.0041  4.008  0.145  0.975  0.638  1.000  1.914  1.912  1.362  0.881  0.511  0.294  0.160
  600.0   70  1.4560 -3.760e-03  0.021  0.083    1.60  0.8422  3.362  0.145  0.974  0.617  1.000  1.852  1.795  1.221  0.756  0.419  0.232  0.121
  675.0   70  1.4554 -4.361e-03  0.021  0.083    1.60  0.6539  2.610  0.145  0.967  0.587  1.000  1.759  1.638  1.039  0.604  0.312  0.164  0.081
  800.0   70  1.4486 -6.260e-03  0.021  0.083    1.60  0.4315  1.722  0.145  0.945  0.535  1.000  1.606  1.421  0.807  0.424  0.198  0.096  0.043
  870.0   70  1.4472 -7.580e-03  0.021  0.083    1.60  0.3508  1.400  0.145  0.928  0.507  1.000  1.521  1.317  0.704  0.350  0.155  0.072  0.031
 1000.0   70  1.4478 -9.700e-03  0.021  0.083    1.60  0.2503  0.999  0.145  0.894  0.457  1.000  1.370  1.153  0.552  0.247  0.099  0.042  0.017
 1020.0   70  1.4472 -9.942e-03  0.021  0.083    1.60  0.2374  0.948  0.145  0.889  0.450  1.000  1.348  1.131  0.533  0.235  0.093  0.039  0.016
55555.6   70  1.7745 -1.250e-01  0.021  0.083    1.60  0.0052  0.021  0.145  0.000  0.001  1.000  0.003  0.500  0.001  0.000  0.000  0.000  0.000
23529.4   70  1.7886 -2.468e-02  0.021  0.083    1.60  0.0015  0.006  0.145  0.000  0.003  1.000  0.007  0.500  0.001  0.000  0.000  0.000  0.000
17699.1   70  1.8163  2.777e-02  0.021  0.083    1.60  0.0000  0.000  0.145  0.000  0.004  1.000  0.014  0.500  0.002  0.000  0.000  0.000  0.000
15037.6   70  1.3637  1.538e-02  0.021  0.083    1.60  0.0000  0.000  0.145  0.000  0.005  1.000  0.015  0.500  0.003  0.000  0.000  0.000  0.000
13157.9   70  1.4449  8.057e-02  0.021  0.083    1.60  0.0000  0.000  0.145  0.000  0.007  1.000  0.021  0.500  0.004  0.000  0.000  0.000  0.000
11111.1   70  1.4979  9.899e-03  0.021  0.083    1.60  0.0000  0.000  0.145  0.000  0.010  1.000  0.029  0.500  0.006  0.000  0.000  0.000  0.000
 9708.7   70  1.6452 -4.186e-02  0.021  0.083    1.60  0.0073  0.029  0.145  0.013  0.013  1.000  0.041  0.501  0.007  0.000  0.000  0.000  0.000
 8849.6   70  2.1666 -1.892e-01  0.021  0.083    1.60  0.0230  0.092  0.145  0.014  0.021  1.000  0.065  0.501  0.008  0.000  0.000  0.000  0.000
 7782.1   70  1.2709 -2.708e-02  0.021  0.083    1.60  0.0077  0.031  0.145  0.000  0.017  1.000  0.051  0.501  0.011  0.000  0.000  0.000  0.000
 6968.6   70  1.3867 -2.830e-02  0.021  0.083    1.60  0.0081  0.032  0.145  0.091  0.022  1.000  0.068  0.503  0.014  0.000  0.000  0.000  0.000
 6097.6   70  1.3793  2.262e-02  0.021  0.083    1.60  0.0000  0.000  0.145  0.000  0.030  1.000  0.088  0.503  0.017  0.001  0.000  0.000  0.000
 5154.6   70  1.4030 -6.728e-03  0.021  0.083    1.60  0.0030  0.012  0.145  0.300  0.041  1.000  0.122  0.506  0.025  0.001  0.000  0.000  0.000
 4618.9   70  1.4098 -2.498e-03  0.021  0.083    1.60  0.0021  0.009  0.145  0.414  0.050  1.000  0.151  0.510  0.030  0.002  0.000  0.000  0.000
 4319.7   70  1.4145 -2.948e-03  0.021  0.083    1.60  0.0025  0.010  0.145  0.445  0.057  1.000  0.172  0.513  0.035  0.002  0.000  0.000  0.000
 4016.1   70  1.4161 -1.457e-03  0.021  0.083    1.60  0.0023  0.009  0.145  0.674  0.066  1.000  0.197  0.517  0.040  0.003  0.000  0.000  0.000
 3418.8   70  1.4268  2.183e-03  0.021  0.083    1.60  0.0018  0.007  0.145  1.000  0.088  1.000  0.264  0.528  0.053  0.005  0.001  0.000  0.000
 3444.7   70  1.4279  1.418e-03  0.021  0.083    1.60  0.0021  0.009  0.145  1.000  0.087  1.000  0.261  0.527  0.052  0.005  0.001  0.000  0.000
 2777.0   70  1.3654  6.920e-02  0.021  0.083    1.60  0.0000  0.000  0.145  0.646  0.121  1.000  0.364  0.555  0.080  0.011  0.002  0.000  0.000
 2320.2   70  1.3614 -2.025e-02  0.021  0.083    1.60  0.0247  0.099  0.145  0.594  0.160  1.000  0.480  0.591  0.112  0.019  0.004  0.001  0.000
 2044.2   70  1.3733 -5.962e-03  0.021  0.083    1.60  0.0219  0.087  0.145  0.768  0.195  1.000  0.586  0.632  0.143  0.030  0.006  0.002  0.000
 1778.4   70  1.4071 -9.875e-03  0.021  0.083    1.60  0.0439  0.175  0.145  0.708  0.241  1.000  0.724  0.694  0.186  0.047  0.011  0.003  0.001
 1455.2   70  1.4401 -1.379e-02  0.021  0.083    1.60  0.0924  0.369  0.145  0.755  0.314  1.000  0.944  0.814  0.273  0.087  0.026  0.008  0.002
 1270.3   70  1.4400 -1.209e-02  0.021  0.083    1.60  0.1307  0.521  0.145  0.819  0.366  1.000  1.097  0.919  0.355  0.129  0.043  0.016  0.006
  944.3   70  1.4487 -8.897e-03  0.021  0.083    1.60  0.2901  1.158  0.145  0.909  0.478  1.000  1.433  1.218  0.611  0.286  0.119  0.052  0.022
  693.5   70  1.4555 -4.346e-03  0.021  0.083    1.60  0.6154  2.457  0.145  0.966  0.579  1.000  1.736  1.602  0.999  0.572  0.291  0.151  0.073
  527.1   70  1.4566 -4.687e-03  0.021  0.083    1.60  1.0912  4.355  0.145  0.971  0.648  1.000  1.942  1.968  1.433  0.945  0.561  0.329  0.182
  399.8   70  1.4586 -1.382e-02  0.021  0.083    1.60  1.7335  6.919  0.145  0.926  0.700  1.000  2.101  2.321  1.916  1.420  0.962  0.629  0.396
  329.1   70  1.4607 -2.461e-02  0.021  0.083    1.60  2.1894  8.739  0.145  0.878  0.731  1.000  2.192  2.548  2.261  1.799  1.320  0.926  0.631
  229.8   70  1.4679 -2.932e-02  0.021  0.083    1.60  2.7736 11.071  0.145  0.849  0.756  1.000  2.271  2.814  2.713  2.380  1.948  1.521  1.166
 7082.2   70  1.3777 -3.069e-02  0.021  0.083    1.60  0.0087  0.035  0.145  0.050  0.022  1.000  0.066  0.502  0.013  0.000  0.000  0.000  0.000
  300.0   80  1.4497 -2.620e-02  0.021  0.086    1.60  2.4036  9.278  0.149  0.867  0.750  1.000  2.249  2.706  2.509  2.095  1.621  1.196  0.862
  400.0   80  1.4452 -1.220e-02  0.021  0.086    1.60  1.7445  6.734  0.149  0.932  0.709  1.000  2.128  2.387  2.005  1.514  1.044  0.693  0.444
  440.0   80  1.4445 -8.844e-03  0.021  0.086    1.60  1.5143  5.845  0.149  0.949  0.693  1.000  2.080  2.270  1.834  1.334  0.882  0.565  0.347
  500.0   80  1.4435 -5.340e-03  0.021  0.086    1.60  1.2192  4.706  0.149  0.967  0.669  1.000  2.007  2.104  1.607  1.108  0.690  0.421  0.244
  550.0   80  1.4426 -3.480e-03  0.021  0.086    1.60  1.0171  3.926  0.149  0.977  0.649  1.000  1.947  1.977  1.441  0.952  0.565  0.331  0.184
  600.0   80  1.4421 -3.340e-03  0.021  0.086    1.60  0.8546  3.299  0.149  0.977  0.629  1.000  1.886  1.859  1.294  0.819  0.465  0.263  0.140
  675.0   80  1.4416 -3.873e-03  0.021  0.086    1.60  0.6652  2.568  0.149  0.971  0.598  1.000  1.794  1.697  1.104  0.657  0.349  0.187  0.094
  800.0   80  1.4352 -5.560e-03  0.021  0.086    1.60  0.4410  1.702  0.149  0.950  0.547  1.000  1.642  1.473  0.861  0.464  0.223  0.110  0.051
  870.0   80  1.4339 -6.731e-03  0.021  0.086    1.60  0.3590  1.385  0.149  0.935  0.519  1.000  1.557  1.365  0.752  0.383  0.174  0.082  0.037
 1000.0   80  1.4344 -8.620e-03  0.021  0.086    1.60  0.2562  0.989  0.149  0.904  0.469  1.000  1.407  1.195  0.591  0.272  0.113  0.049  0.020
 1020.0   80  1.4339 -8.837e-03  0.021  0.086    1.60  0.2431  0.938  0.149  0.899  0.462  1.000  1.385  1.172  0.571  0.259  0.106  0.046  0.018
55555.6   80  1.7474 -7.340e-02  0.021  0.086    1.60  0.0032  0.012  0.149  0.000  0.001  1.000  0.004  0.500  0.001  0.000  0.000  0.000  0.000
23529.4   80  1.7583  1.868e-02  0.021  0.086    1.60  0.0000  0.000  0.149  0.000  0.003  1.000  0.008  0.500  0.001  0.000  0.000  0.000  0.000
17699.1   80  1.7709  7.241e-02  0.021  0.086    1.60  0.0000  0.000  0.149  0.000  0.004  1.000  0.014  0.500  0.002  0.000  0.000  0.000  0.000
15037.6   80  1.3534  5.860e-02  0.021  0.086    1.60  0.0000  0.000  0.149  0.000  0.005  1.000  0.016  0.500  0.003  0.000  0.000  0.000  0.000
13157.9   80  1.4126  1.074e-01  0.021  0.086    1.60  0.0000  0.000  0.149  0.000  0.007  1.000  0.022  0.500  0.004  0.000  0.000  0.000  0.000
11111.1   80  1.4586  2.052e-02  0.021  0.086    1.60  0.0000  0.000  0.149  0.000  0.010  1.000  0.030  0.500  0.006  0.000  0.000  0.000  0.000
 9708.7   80  1.5993 -3.192e-02  0.021  0.086    1.60  0.0060  0.023  0.149  0.016  0.014  1.000  0.042  0.501  0.007  0.000  0.000  0.000  0.000
 8849.6   80  2.0663 -1.641e-01  0.021  0.086    1.60  0.0226  0.087  0.149  0.014  0.022  1.000  0.066  0.501  0.009  0.000  0.000  0.000  0.000
 7782.1   80  1.2740 -2.020e-02  0.021  0.086    1.60  0.0060  0.023  0.149  0.000  0.019  1.000  0.055  0.501  0.012  0.000  0.000  0.000  0.000
 6968.6   80  1.3778 -2.234e-02  0.021  0.086    1.60  0.0067  0.026  0.149  0.285  0.024  1.000  0.072  0.502  0.015  0.000  0.000  0.000  0.000
 6097.6   80  1.3722  3.150e-02  0.021  0.086    1.60  0.0000  0.000  0.149  0.000  0.032  1.000  0.093  0.504  0.019  0.001  0.000  0.000  0.000
 5154.6   80  1.3942 -5.520e-03  0.021  0.086    1.60  0.0027  0.011  0.149  0.453  0.043  1.000  0.130  0.507  0.026  0.001  0.000  0.000  0.000
 4618.9   80  1.4008 -4.805e-04  0.021  0.086    1.60  0.0013  0.006  0.149  0.759  0.053  1.000  0.160  0.511  0.033  0.002  0.000  0.000  0.000
 4319.7   80  1.4059 -1.541e-03  0.021  0.086    1.60  0.0020  0.008  0.149  0.338  0.060  1.000  0.181  0.514  0.036  0.002  0.000  0.000  0.000
 4016.1   80  1.4088 -7.637e-04  0.021  0.086    1.60  0.0022  0.008  0.149  0.727  0.069  1.000  0.207  0.518  0.042  0.003  0.000  0.000  0.000
 3418.8   80  1.4254  3.836e-03  0.021  0.086    1.60  0.0011  0.005  0.149  1.000  0.093  1.000  0.279  0.532  0.057  0.006  0.001  0.000  0.000
 3444.7   80  1.4258  2.832e-03  0.021  0.086    1.60  0.0017  0.006  0.149  1.000  0.092  1.000  0.276  0.531  0.056  0.006  0.001  0.000  0.000
 2777.0   80  1.3557  8.616e-02  0.021  0.086    1.60  0.0000  0.000  0.149  1.000  0.128  1.000  0.383  0.562  0.086  0.012  0.002  0.000  0.000
 2320.2   80  1.3517 -2.272e-02  0.021  0.086    1.60  0.0279  0.107  0.149  0.356  0.167  1.000  0.502  0.600  0.119  0.022  0.004  0.001  0.000
 2044.2   80  1.3654 -5.772e-03  0.021  0.086    1.60  0.0231  0.090  0.149  0.764  0.204  1.000  0.612  0.645  0.152  0.034  0.007  0.002  0.001
 1778.4   80  1.3965 -8.668e-03  0.021  0.086    1.60  0.0448  0.173  0.149  0.741  0.251  1.000  0.754  0.710  0.199  0.052  0.013  0.004  0.001
 1455.2   80  1.4266 -1.228e-02  0.021  0.086    1.60  0.0942  0.364  0.149  0.778  0.325  1.000  0.977  0.838  0.293  0.096  0.029  0.010  0.004
 1270.3   80  1.4269 -1.077e-02  0.021  0.086    1.60  0.1338  0.516  0.149  0.835  0.377  1.000  1.131  0.949  0.381  0.143  0.049  0.019  0.007
  944.3   80  1.4353 -7.904e-03  0.021  0.086    1.60  0.2968  1.146  0.149  0.918  0.490  1.000  1.469  1.263  0.653  0.314  0.135  0.060  0.026
  693.5   80  1.4416 -3.860e-03  0.021  0.086    1.60  0.6265  2.418  0.149  0.970  0.591  1.000  1.771  1.661  1.062  0.623  0.326  0.172  0.086
  527.1   80  1.4430 -4.161e-03  0.021  0.086    1.60  1.1044  4.263  0.149  0.973  0.658  1.000  1.974  2.034  1.514  1.020  0.619  0.369  0.209
