org RRTMG LUT interpolated from GADS (DAR 09/2013)
V0.1 - contains Fast-J wavelengths but is the same as the original jv_spec.dat values
  w(nm)   RH       N         iK  RgDry  RgWet      Sg       Q  Alpha  r-eff ss-alb  g-sym  pi(0)  pi(1)  pi(2)  pi(3)  pi(4)  pi(5)  pi(6)  pi(7)
11111.1   00  1.7079 -4.714e-02  0.021  0.073    1.60  0.0059  0.019  0.127  0.007  0.009  1.000  0.025  0.500  0.004  0.000  0.000  0.000  0.000
 9708.7   00  1.8911 -9.467e-02  0.021  0.073    1.60  0.0120  0.039  0.127  0.008  0.012  1.000  0.036  0.500  0.005  0.000  0.000  0.000  0.000
 8849.6   00  2.7038 -3.254e-01  0.021  0.073    1.60  0.0207  0.068  0.127  0.013  0.022  1.000  0.067  0.501  0.007  0.000  0.000  0.000  0.000
 7782.1   00  1.2547 -6.366e-02  0.021  0.073    1.60  0.0160  0.053  0.127  0.001  0.014  1.000  0.040  0.501  0.009  0.000  0.000  0.000  0.000
 6968.6   00  1.4342 -6.037e-02  0.021  0.073    1.60  0.0146  0.047  0.127  0.010  0.018  1.000  0.054  0.501  0.011  0.000  0.000  0.000  0.000
 6097.6   00  1.4177 -2.496e-02  0.021  0.073    1.60  0.0072  0.024  0.127  0.026  0.023  1.000  0.070  0.502  0.013  0.000  0.000  0.000  0.000
 5154.6   00  1.4492 -1.321e-02  0.021  0.073    1.60  0.0047  0.016  0.127  0.093  0.033  1.000  0.099  0.504  0.019  0.001  0.000  0.000  0.000
 4618.9   00  1.4579 -1.330e-02  0.021  0.073    1.60  0.0055  0.018  0.127  0.112  0.041  1.000  0.123  0.506  0.024  0.001  0.000  0.000  0.000
 4319.7   00  1.4606 -1.051e-02  0.021  0.073    1.60  0.0049  0.016  0.127  0.199  0.047  1.000  0.140  0.508  0.027  0.001  0.000  0.000  0.000
 4016.1   00  1.4555 -5.172e-03  0.021  0.073    1.60  0.0033  0.011  0.127  0.347  0.054  1.000  0.160  0.511  0.031  0.002  0.000  0.000  0.000
 3418.8   00  1.4345 -6.693e-03  0.021  0.073    1.60  0.0054  0.018  0.127  0.372  0.070  1.000  0.211  0.518  0.042  0.003  0.000  0.000  0.000
 3444.7   00  1.4395 -6.193e-03  0.021  0.073    1.60  0.0051  0.017  0.127  0.393  0.069  1.000  0.209  0.518  0.041  0.003  0.000  0.000  0.000
 2777.0   00  1.4173 -2.410e-02  0.021  0.073    1.60  0.0195  0.064  0.127  0.184  0.101  1.000  0.302  0.537  0.062  0.007  0.001  0.000  0.000
 2320.2   00  1.4133 -6.521e-03  0.021  0.073    1.60  0.0129  0.042  0.127  0.553  0.135  1.000  0.405  0.565  0.088  0.013  0.002  0.000  0.000
 2044.2   00  1.4152 -6.883e-03  0.021  0.073    1.60  0.0190  0.062  0.127  0.651  0.165  1.000  0.496  0.595  0.111  0.020  0.004  0.001  0.000
 1778.4   00  1.4636 -1.643e-02  0.021  0.073    1.60  0.0435  0.142  0.127  0.597  0.209  1.000  0.625  0.642  0.144  0.030  0.007  0.002  0.000
 1455.2   00  1.5119 -2.229e-02  0.021  0.073    1.60  0.0921  0.301  0.127  0.671  0.277  1.000  0.834  0.734  0.209  0.057  0.015  0.005  0.001
 1270.3   00  1.5100 -1.934e-02  0.021  0.073    1.60  0.1276  0.418  0.127  0.751  0.325  1.000  0.976  0.818  0.271  0.086  0.025  0.008  0.003
  944.3   00  1.5211 -1.422e-02  0.021  0.073    1.60  0.2825  0.924  0.127  0.872  0.434  1.000  1.302  1.058  0.466  0.195  0.072  0.029  0.010
  693.5   00  1.5298 -6.951e-03  0.021  0.073    1.60  0.6088  1.990  0.127  0.954  0.534  1.000  1.600  1.380  0.771  0.401  0.183  0.088  0.038
  527.1   00  1.5300 -5.576e-03  0.021  0.073    1.60  1.0939  3.577  0.127  0.969  0.602  1.000  1.805  1.701  1.128  0.682  0.367  0.201  0.100
  399.8   00  1.5300 -5.006e-03  0.021  0.073    1.60  1.7482  5.716  0.127  0.974  0.650  1.000  1.951  2.022  1.531  1.053  0.653  0.401  0.229
  329.1   00  1.5300 -4.331e-03  0.021  0.073    1.60  2.2405  7.326  0.127  0.977  0.672  1.000  2.016  2.218  1.801  1.338  0.900  0.594  0.368
  229.8   00  1.5300 -3.329e-02  0.021  0.073    1.60  2.8008  9.158  0.127  0.842  0.721  1.000  2.163  2.557  2.335  1.938  1.504  1.115  0.809
 7082.2   00  1.4183 -6.622e-02  0.021  0.073    1.60  0.0159  0.052  0.127  0.007  0.018  1.000  0.052  0.501  0.010  0.000  0.000  0.000  0.000
  300.0   50  1.4662 -5.180e-03  0.021  0.080    1.60  2.3663  7.086  0.139  0.971  0.719  1.000  2.157  2.549  2.263  1.834  1.361  0.970  0.673
  400.0   50  1.4627 -3.240e-03  0.021  0.080    1.60  1.6541  4.953  0.139  0.982  0.687  1.000  2.062  2.255  1.821  1.330  0.880  0.566  0.348
  440.0   50  1.4621 -3.237e-03  0.021  0.080    1.60  1.4240  4.264  0.139  0.981  0.673  1.000  2.018  2.141  1.662  1.167  0.740  0.459  0.271
  500.0   50  1.4613 -3.240e-03  0.021  0.080    1.60  1.1372  3.405  0.139  0.980  0.649  1.000  1.946  1.979  1.449  0.961  0.573  0.338  0.188
  550.0   50  1.4606 -3.890e-03  0.021  0.080    1.60  0.9465  2.834  0.139  0.975  0.628  1.000  1.885  1.855  1.293  0.820  0.465  0.263  0.140
  600.0   50  1.4603 -3.890e-03  0.021  0.080    1.60  0.7908  2.368  0.139  0.973  0.607  1.000  1.821  1.739  1.155  0.700  0.379  0.206  0.105
  675.0   50  1.4597 -4.521e-03  0.021  0.080    1.60  0.6108  1.829  0.139  0.966  0.575  1.000  1.725  1.584  0.979  0.556  0.281  0.145  0.070
  800.0   50  1.4527 -6.480e-03  0.021  0.080    1.60  0.4002  1.198  0.139  0.942  0.522  1.000  1.567  1.370  0.756  0.387  0.176  0.083  0.037
  870.0   50  1.4513 -7.844e-03  0.021  0.080    1.60  0.3245  0.972  0.139  0.923  0.493  1.000  1.480  1.269  0.658  0.318  0.137  0.061  0.026
 1000.0   50  1.4520 -1.000e-02  0.021  0.080    1.60  0.2308  0.691  0.139  0.887  0.443  1.000  1.328  1.111  0.514  0.223  0.087  0.036  0.014
 1020.0   50  1.4514 -1.025e-02  0.021  0.080    1.60  0.2188  0.655  0.139  0.881  0.436  1.000  1.306  1.090  0.496  0.212  0.081  0.033  0.013
55555.6   50  1.7830 -1.410e-01  0.021  0.080    1.60  0.0056  0.017  0.139  0.000  0.001  1.000  0.003  0.500  0.001  0.000  0.000  0.000  0.000
23529.4   50  1.7979 -3.812e-02  0.021  0.080    1.60  0.0022  0.007  0.139  0.003  0.003  1.000  0.007  0.500  0.001  0.000  0.000  0.000  0.000
17699.1   50  1.8304  1.394e-02  0.021  0.080    1.60  0.0000  0.000  0.139  0.009  0.004  1.000  0.013  0.500  0.002  0.000  0.000  0.000  0.000
15037.6   50  1.3669  1.906e-03  0.021  0.080    1.60  0.0000  0.000  0.139  0.000  0.005  1.000  0.014  0.500  0.003  0.000  0.000  0.000  0.000
13157.9   50  1.4549  7.238e-02  0.021  0.080    1.60  0.0000  0.000  0.139  0.000  0.006  1.000  0.018  0.500  0.004  0.000  0.000  0.000  0.000
11111.1   50  1.5101  6.600e-03  0.021  0.080    1.60  0.0000  0.000  0.139  0.000  0.009  1.000  0.027  0.500  0.005  0.000  0.000  0.000  0.000
 9708.7   50  1.6595 -4.492e-02  0.021  0.080    1.60  0.0074  0.022  0.139  0.012  0.012  1.000  0.038  0.501  0.006  0.000  0.000  0.000  0.000
 8849.6   50  2.1978 -1.978e-01  0.021  0.080    1.60  0.0223  0.067  0.139  0.013  0.020  1.000  0.061  0.501  0.007  0.000  0.000  0.000  0.000
 7782.1   50  1.2700 -2.920e-02  0.021  0.080    1.60  0.0081  0.024  0.139  0.000  0.016  1.000  0.048  0.501  0.010  0.000  0.000  0.000  0.000
 6968.6   50  1.3894 -3.016e-02  0.021  0.080    1.60  0.0083  0.025  0.139  0.074  0.022  1.000  0.064  0.502  0.013  0.000  0.000  0.000  0.000
 6097.6   50  1.3816  1.987e-02  0.021  0.080    1.60  0.0000  0.000  0.139  0.000  0.027  1.000  0.081  0.503  0.016  0.000  0.000  0.000  0.000
 5154.6   50  1.4056 -7.107e-03  0.021  0.080    1.60  0.0030  0.009  0.139  0.253  0.038  1.000  0.114  0.505  0.023  0.001  0.000  0.000  0.000
 4618.9   50  1.4126 -3.121e-03  0.021  0.080    1.60  0.0022  0.006  0.139  0.347  0.046  1.000  0.141  0.508  0.029  0.002  0.000  0.000  0.000
 4319.7   50  1.4172 -3.386e-03  0.021  0.080    1.60  0.0025  0.007  0.139  0.397  0.053  1.000  0.160  0.510  0.032  0.002  0.000  0.000  0.000
 4016.1   50  1.4184 -1.674e-03  0.021  0.080    1.60  0.0022  0.007  0.139  0.625  0.062  1.000  0.184  0.514  0.037  0.002  0.000  0.000  0.000
 3418.8   50  1.4273  1.668e-03  0.021  0.080    1.60  0.0017  0.005  0.139  1.000  0.082  1.000  0.246  0.525  0.049  0.005  0.000  0.000  0.000
 3444.7   50  1.4286  9.753e-04  0.021  0.080    1.60  0.0020  0.006  0.139  1.000  0.081  1.000  0.243  0.524  0.048  0.004  0.000  0.000  0.000
 2777.0   50  1.3683  6.382e-02  0.021  0.080    1.60  0.0000  0.000  0.139  0.577  0.114  1.000  0.343  0.549  0.074  0.009  0.001  0.000  0.000
 2320.2   50  1.3644 -1.946e-02  0.021  0.080    1.60  0.0225  0.067  0.139  0.579  0.151  1.000  0.453  0.581  0.104  0.017  0.003  0.000  0.000
 2044.2   50  1.3756 -6.006e-03  0.021  0.080    1.60  0.0199  0.060  0.139  0.748  0.184  1.000  0.554  0.619  0.132  0.026  0.005  0.001  0.000
 1778.4   50  1.4104 -1.027e-02  0.021  0.080    1.60  0.0404  0.121  0.139  0.687  0.229  1.000  0.688  0.675  0.173  0.041  0.009  0.003  0.001
 1455.2   50  1.4442 -1.428e-02  0.021  0.080    1.60  0.0852  0.255  0.139  0.739  0.301  1.000  0.904  0.788  0.253  0.077  0.022  0.007  0.002
 1270.3   50  1.4440 -1.250e-02  0.021  0.080    1.60  0.1203  0.360  0.139  0.806  0.352  1.000  1.055  0.888  0.330  0.116  0.038  0.013  0.005
  944.3   50  1.4530 -9.190e-03  0.021  0.080    1.60  0.2679  0.802  0.139  0.903  0.464  1.000  1.392  1.173  0.569  0.258  0.105  0.045  0.018
  693.5   50  1.4598 -4.498e-03  0.021  0.080    1.60  0.5742  1.719  0.139  0.966  0.567  1.000  1.701  1.548  0.940  0.526  0.261  0.133  0.063
  527.1   50  1.4609 -3.614e-03  0.021  0.080    1.60  1.0288  3.080  0.139  0.977  0.638  1.000  1.913  1.911  1.362  0.881  0.511  0.295  0.160
  399.8   50  1.4627 -3.244e-03  0.021  0.080    1.60  1.6556  4.958  0.139  0.982  0.687  1.000  2.062  2.256  1.822  1.331  0.881  0.567  0.349
  329.1   50  1.4647 -2.808e-03  0.021  0.080    1.60  2.1422  6.415  0.139  0.984  0.710  1.000  2.128  2.458  2.119  1.661  1.187  0.816  0.542
  229.8   50  1.4715 -2.153e-02  0.021  0.080    1.60  2.7576  8.257  0.139  0.884  0.745  1.000  2.236  2.749  2.602  2.250  1.808  1.386  1.045
 7082.2   50  1.3801 -3.275e-02  0.021  0.080    1.60  0.0090  0.027  0.139  0.041  0.021  1.000  0.061  0.502  0.013  0.000  0.000  0.000  0.000
  300.0   70  1.4481 -4.380e-03  0.021  0.083    1.60  2.3616  6.808  0.145  0.975  0.730  1.000  2.191  2.630  2.380  1.964  1.486  1.078  0.762
  400.0   70  1.4435 -2.740e-03  0.021  0.083    1.60  1.6501  4.757  0.145  0.984  0.700  1.000  2.100  2.340  1.934  1.444  0.979  0.643  0.405
  440.0   70  1.4427 -2.738e-03  0.021  0.083    1.60  1.4214  4.098  0.145  0.983  0.686  1.000  2.056  2.225  1.771  1.272  0.828  0.524  0.317
  500.0   70  1.4417 -2.740e-03  0.021  0.083    1.60  1.1364  3.276  0.145  0.983  0.662  1.000  1.986  2.061  1.549  1.054  0.645  0.389  0.222
  550.0   70  1.4408 -3.280e-03  0.021  0.083    1.60  0.9465  2.728  0.145  0.978  0.642  1.000  1.925  1.934  1.386  0.902  0.527  0.305  0.167
  600.0   70  1.4404 -3.280e-03  0.021  0.083    1.60  0.7918  2.283  0.145  0.977  0.621  1.000  1.862  1.815  1.241  0.773  0.431  0.240  0.126
  675.0   70  1.4397 -3.824e-03  0.021  0.083    1.60  0.6127  1.766  0.145  0.970  0.588  1.000  1.766  1.653  1.055  0.616  0.321  0.169  0.084
  800.0   70  1.4335 -5.470e-03  0.021  0.083    1.60  0.4034  1.163  0.145  0.949  0.536  1.000  1.609  1.431  0.817  0.431  0.203  0.098  0.045
  870.0   70  1.4322 -6.628e-03  0.021  0.083    1.60  0.3274  0.944  0.145  0.932  0.507  1.000  1.523  1.325  0.712  0.355  0.158  0.073  0.032
 1000.0   70  1.4326 -8.480e-03  0.021  0.083    1.60  0.2327  0.671  0.145  0.900  0.456  1.000  1.369  1.158  0.557  0.250  0.101  0.043  0.017
 1020.0   70  1.4321 -8.691e-03  0.021  0.083    1.60  0.2207  0.636  0.145  0.895  0.448  1.000  1.347  1.136  0.538  0.238  0.095  0.040  0.016
55555.6   70  1.7439 -6.690e-02  0.021  0.083    1.60  0.0029  0.008  0.145  0.000  0.001  1.000  0.003  0.500  0.001  0.000  0.000  0.000  0.000
23529.4   70  1.7545  2.415e-02  0.021  0.083    1.60  0.0000  0.000  0.145  0.000  0.003  1.000  0.007  0.500  0.001  0.000  0.000  0.000  0.000
17699.1   70  1.7652  7.801e-02  0.021  0.083    1.60  0.0000  0.000  0.145  0.000  0.004  1.000  0.013  0.500  0.002  0.000  0.000  0.000  0.000
15037.6   70  1.3522  6.407e-02  0.021  0.083    1.60  0.0000  0.000  0.145  0.000  0.005  1.000  0.015  0.500  0.003  0.000  0.000  0.000  0.000
13157.9   70  1.4085  1.105e-01  0.021  0.083    1.60  0.0000  0.000  0.145  0.000  0.007  1.000  0.019  0.500  0.004  0.000  0.000  0.000  0.000
11111.1   70  1.4537  2.185e-02  0.021  0.083    1.60  0.0000  0.000  0.145  0.000  0.010  1.000  0.028  0.500  0.006  0.000  0.000  0.000  0.000
 9708.7   70  1.5935 -3.062e-02  0.021  0.083    1.60  0.0056  0.016  0.145  0.014  0.013  1.000  0.040  0.501  0.007  0.000  0.000  0.000  0.000
 8849.6   70  2.0535 -1.605e-01  0.021  0.083    1.60  0.0216  0.062  0.145  0.013  0.020  1.000  0.061  0.501  0.008  0.000  0.000  0.000  0.000
 7782.1   70  1.2743 -1.933e-02  0.021  0.083    1.60  0.0055  0.016  0.145  0.000  0.018  1.000  0.052  0.501  0.011  0.000  0.000  0.000  0.000
 6968.6   70  1.3767 -2.161e-02  0.021  0.083    1.60  0.0062  0.018  0.145  0.417  0.022  1.000  0.068  0.503  0.014  0.000  0.000  0.000  0.000
 6097.6   70  1.3713  3.265e-02  0.021  0.083    1.60  0.0000  0.000  0.145  0.000  0.030  1.000  0.087  0.503  0.017  0.001  0.000  0.000  0.000
 5154.6   70  1.3931 -5.354e-03  0.021  0.083    1.60  0.0025  0.007  0.145  0.697  0.041  1.000  0.122  0.506  0.025  0.001  0.000  0.000  0.000
 4618.9   70  1.3997 -2.222e-04  0.021  0.083    1.60  0.0010  0.003  0.145  0.000  0.050  1.000  0.150  0.510  0.030  0.002  0.000  0.000  0.000
 4319.7   70  1.4049 -1.357e-03  0.021  0.083    1.60  0.0017  0.005  0.145  1.000  0.057  1.000  0.171  0.512  0.035  0.002  0.000  0.000  0.000
 4016.1   70  1.4078 -6.759e-04  0.021  0.083    1.60  0.0019  0.005  0.145  1.000  0.066  1.000  0.196  0.516  0.040  0.003  0.000  0.000  0.000
 3418.8   70  1.4252  4.059e-03  0.021  0.083    1.60  0.0006  0.002  0.145  0.000  0.088  1.000  0.264  0.528  0.053  0.005  0.001  0.000  0.000
 3444.7   70  1.4255  3.025e-03  0.021  0.083    1.60  0.0012  0.004  0.145  0.000  0.086  1.000  0.260  0.527  0.052  0.005  0.001  0.000  0.000
 2777.0   70  1.3544  8.880e-02  0.021  0.083    1.60  0.0000  0.000  0.145  0.000  0.120  1.000  0.362  0.556  0.081  0.011  0.002  0.000  0.000
 2320.2   70  1.3505 -2.314e-02  0.021  0.083    1.60  0.0262  0.075  0.145  1.000  0.159  1.000  0.477  0.591  0.112  0.019  0.004  0.001  0.000
 2044.2   70  1.3644 -5.764e-03  0.021  0.083    1.60  0.0208  0.060  0.145  1.000  0.194  1.000  0.583  0.632  0.143  0.030  0.006  0.002  0.000
 1778.4   70  1.3952 -8.507e-03  0.021  0.083    1.60  0.0405  0.117  0.145  0.686  0.240  1.000  0.720  0.693  0.186  0.047  0.011  0.003  0.001
 1455.2   70  1.4249 -1.208e-02  0.021  0.083    1.60  0.0850  0.245  0.145  0.757  0.313  1.000  0.939  0.814  0.275  0.087  0.026  0.008  0.002
 1270.3   70  1.4253 -1.056e-02  0.021  0.083    1.60  0.1210  0.349  0.145  0.826  0.364  1.000  1.092  0.920  0.358  0.130  0.043  0.016  0.006
  944.3   70  1.4335 -7.782e-03  0.021  0.083    1.60  0.2700  0.779  0.145  0.914  0.477  1.000  1.433  1.224  0.617  0.289  0.122  0.053  0.022
  693.5   70  1.4398 -3.803e-03  0.021  0.083    1.60  0.5763  1.662  0.145  0.969  0.581  1.000  1.742  1.617  1.014  0.583  0.299  0.156  0.077
  527.1   70  1.4412 -3.051e-03  0.021  0.083    1.60  1.0284  2.964  0.145  0.980  0.651  1.000  1.953  1.991  1.458  0.968  0.578  0.341  0.190
  399.8   70  1.4435 -2.743e-03  0.021  0.083    1.60  1.6516  4.761  0.145  0.984  0.700  1.000  2.100  2.341  1.935  1.445  0.980  0.644  0.406
  329.1   70  1.4462 -2.375e-03  0.021  0.083    1.60  2.1368  6.160  0.145  0.986  0.721  1.000  2.164  2.542  2.238  1.789  1.306  0.915  0.621
  229.8   70  1.4549 -1.820e-02  0.021  0.083    1.60  2.7607  7.958  0.145  0.898  0.753  1.000  2.259  2.814  2.700  2.369  1.930  1.502  1.149
 7082.2   70  1.3692 -2.328e-02  0.021  0.083    1.60  0.0067  0.020  0.145  0.202  0.022  1.000  0.065  0.502  0.013  0.000  0.000  0.000  0.000
  300.0   80  1.4350 -3.800e-03  0.021  0.086    1.60  2.3693  6.605  0.149  0.977  0.739  1.000  2.217  2.695  2.476  2.074  1.594  1.173  0.842
  400.0   80  1.4298 -2.380e-03  0.021  0.086    1.60  1.6589  4.625  0.149  0.986  0.710  1.000  2.130  2.410  2.030  1.543  1.067  0.712  0.457
  440.0   80  1.4289 -2.378e-03  0.021  0.086    1.60  1.4306  3.989  0.149  0.985  0.696  1.000  2.087  2.295  1.863  1.365  0.906  0.584  0.360
  500.0   80  1.4277 -2.380e-03  0.021  0.086    1.60  1.1457  3.194  0.149  0.984  0.673  1.000  2.019  2.130  1.636  1.135  0.711  0.436  0.255
  550.0   80  1.4266 -2.850e-03  0.021  0.086    1.60  0.9553  2.663  0.149  0.980  0.653  1.000  1.959  2.001  1.468  0.975  0.583  0.344  0.192
  600.0   80  1.4261 -2.850e-03  0.021  0.086    1.60  0.8004  2.231  0.149  0.979  0.632  1.000  1.896  1.880  1.317  0.838  0.479  0.272  0.146
  675.0   80  1.4255 -3.325e-03  0.021  0.086    1.60  0.6207  1.730  0.149  0.973  0.601  1.000  1.802  1.715  1.122  0.670  0.359  0.193  0.098
  800.0   80  1.4198 -4.750e-03  0.021  0.086    1.60  0.4104  1.144  0.149  0.955  0.548  1.000  1.645  1.484  0.872  0.471  0.228  0.113  0.053
  870.0   80  1.4185 -5.754e-03  0.021  0.086    1.60  0.3335  0.930  0.149  0.941  0.519  1.000  1.558  1.374  0.761  0.389  0.178  0.084  0.038
 1000.0   80  1.4187 -7.360e-03  0.021  0.086    1.60  0.2369  0.660  0.149  0.911  0.469  1.000  1.406  1.201  0.597  0.276  0.115  0.050  0.021
 1020.0   80  1.4182 -7.544e-03  0.021  0.086    1.60  0.2247  0.626  0.149  0.907  0.462  1.000  1.384  1.178  0.576  0.262  0.108  0.046  0.019
55555.6   80  1.7158 -1.370e-02  0.021  0.086    1.60  0.0006  0.002  0.149  0.001  0.001  1.000  0.003  0.500  0.001  0.000  0.000  0.000  0.000
23529.4   80  1.7232  6.905e-02  0.021  0.086    1.60  0.0000  0.000  0.149  0.000  0.003  1.000  0.008  0.500  0.001  0.000  0.000  0.000  0.000
17699.1   80  1.7183  1.241e-01  0.021  0.086    1.60  0.0000  0.000  0.149  0.000  0.004  1.000  0.014  0.500  0.002  0.000  0.000  0.000  0.000
15037.6   80  1.3416  1.090e-01  0.021  0.086    1.60  0.0000  0.000  0.149  0.000  0.005  1.000  0.016  0.500  0.003  0.000  0.000  0.000  0.000
13157.9   80  1.3750  1.378e-01  0.021  0.086    1.60  0.0000  0.000  0.149  0.000  0.007  1.000  0.020  0.500  0.004  0.000  0.000  0.000  0.000
11111.1   80  1.4131  3.287e-02  0.021  0.086    1.60  0.0000  0.000  0.149  0.001  0.010  1.000  0.029  0.500  0.006  0.000  0.000  0.000  0.000
 9708.7   80  1.5460 -2.043e-02  0.021  0.086    1.60  0.0040  0.011  0.149  0.018  0.013  1.000  0.041  0.501  0.007  0.000  0.000  0.000  0.000
 8849.6   80  1.9498 -1.343e-01  0.021  0.086    1.60  0.0204  0.057  0.149  0.015  0.020  1.000  0.062  0.501  0.009  0.000  0.000  0.000  0.000
 7782.1   80  1.2775 -1.232e-02  0.021  0.086    1.60  0.0037  0.010  0.149  0.027  0.019  1.000  0.055  0.501  0.012  0.000  0.000  0.000  0.000
 6968.6   80  1.3675 -1.539e-02  0.021  0.086    1.60  0.0047  0.013  0.149  0.000  0.024  1.000  0.072  0.502  0.015  0.000  0.000  0.000  0.000
 6097.6   80  1.3639  4.184e-02  0.021  0.086    1.60  0.0000  0.000  0.149  0.000  0.031  1.000  0.093  0.504  0.019  0.001  0.000  0.000  0.000
 5154.6   80  1.3842 -4.103e-03  0.021  0.086    1.60  0.0021  0.006  0.149  1.000  0.043  1.000  0.129  0.507  0.026  0.001  0.000  0.000  0.000
 4618.9   80  1.3903  1.863e-03  0.021  0.086    1.60  0.0002  0.001  0.149  1.000  0.053  1.000  0.159  0.511  0.033  0.002  0.000  0.000  0.000
 4319.7   80  1.3959  1.039e-04  0.021  0.086    1.60  0.0012  0.003  0.149  1.000  0.060  1.000  0.180  0.514  0.036  0.002  0.000  0.000  0.000
 4016.1   80  1.4002  4.188e-05  0.021  0.086    1.60  0.0017  0.005  0.149  1.000  0.068  1.000  0.206  0.518  0.042  0.003  0.000  0.000  0.000
 3418.8   80  1.4237  5.767e-03  0.021  0.086    1.60  0.0000  0.000  0.149  0.000  0.093  1.000  0.279  0.532  0.057  0.006  0.001  0.000  0.000
 3444.7   80  1.4233  4.489e-03  0.021  0.086    1.60  0.0006  0.002  0.149  0.000  0.092  1.000  0.276  0.531  0.056  0.006  0.001  0.000  0.000
 2777.0   80  1.3444  1.066e-01  0.021  0.086    1.60  0.0000  0.000  0.149  0.000  0.126  1.000  0.381  0.562  0.085  0.013  0.002  0.000  0.000
 2320.2   80  1.3405 -2.573e-02  0.021  0.086    1.60  0.0294  0.082  0.149  0.961  0.166  1.000  0.499  0.599  0.119  0.022  0.004  0.001  0.000
 2044.2   80  1.3563 -5.573e-03  0.021  0.086    1.60  0.0219  0.061  0.149  0.861  0.203  1.000  0.609  0.644  0.152  0.033  0.007  0.002  0.001
 1778.4   80  1.3843 -7.250e-03  0.021  0.086    1.60  0.0411  0.115  0.149  0.749  0.250  1.000  0.750  0.709  0.200  0.052  0.013  0.004  0.001
 1455.2   80  1.4112 -1.038e-02  0.021  0.086    1.60  0.0860  0.240  0.149  0.789  0.324  1.000  0.972  0.838  0.294  0.096  0.029  0.010  0.003
 1270.3   80  1.4117 -9.140e-03  0.021  0.086    1.60  0.1230  0.343  0.149  0.846  0.376  1.000  1.127  0.951  0.383  0.144  0.050  0.019  0.006
  944.3   80  1.4195 -6.753e-03  0.021  0.086    1.60  0.2748  0.766  0.149  0.924  0.490  1.000  1.470  1.270  0.660  0.318  0.138  0.062  0.027
  693.5   80  1.4255 -3.307e-03  0.021  0.086    1.60  0.5842  1.629  0.149  0.972  0.593  1.000  1.778  1.677  1.080  0.635  0.335  0.177  0.089
  527.1   80  1.4271 -2.651e-03  0.021  0.086    1.60  1.0374  2.892  0.149  0.982  0.662  1.000  1.987  2.059  1.543  1.045  0.638  0.383  0.218
