ssc RRTMG LUT interpolated from GADS (DAR 09/2013)
V0.1 - contains Fast-J wavelengths but is the same as the original jv_spec.dat values
  w(nm)   RH       N         iK  RgDry  RgWet      Sg       Q  Alpha  r-eff ss-alb  g-sym  pi(0)  pi(1)  pi(2)  pi(3)  pi(4)  pi(5)  pi(6)  pi(7)
 1455.2   00  1.4629 -5.351e-04  0.401  0.401    1.80  2.6685  0.956  0.952  0.996  0.719  1.000  2.157  2.718  2.548  2.317  1.931  1.595  1.308
 1270.3   00  1.4701 -3.753e-04  0.401  0.401    1.80  2.8138  1.008  0.952  0.997  0.714  1.000  2.142  2.747  2.600  2.442  2.088  1.791  1.519
  944.3   00  1.4769 -8.241e-05  0.401  0.401    1.80  2.8984  1.037  0.952  0.998  0.705  1.000  2.114  2.816  2.718  2.751  2.486  2.319  2.110
  693.5   00  1.4899 -1.116e-07  0.401  0.401    1.80  2.7669  0.991  0.952  1.000  0.693  1.000  2.079  2.873  2.814  3.094  2.936  2.991  2.880
  527.1   00  1.5010 -1.264e-08  0.401  0.401    1.80  2.5895  0.927  0.952  1.000  0.694  1.000  2.083  2.961  2.954  3.462  3.399  3.690  3.673
  399.8   00  1.5001 -2.976e-08  0.401  0.401    1.80  2.4451  0.876  0.952  1.000  0.712  1.000  2.136  3.100  3.173  3.848  3.882  4.372  4.471
  329.1   00  1.5111 -7.774e-07  0.401  0.401    1.80  2.3732  0.850  0.952  1.000  0.722  1.000  2.167  3.176  3.290  4.076  4.155  4.796  4.939
  229.8   00  1.5101 -5.422e-06  0.401  0.401    1.80  2.2899  0.820  0.952  1.000  0.746  1.000  2.239  3.308  3.496  4.370  4.527  5.312  5.565
 7082.2   00  1.4040 -4.192e-03  0.401  0.401    1.80  0.1875  0.067  0.952  0.934  0.517  1.000  1.550  1.442  0.862  0.493  0.262  0.144  0.076
  300.0   50  1.3870 -4.900e-07  0.401  0.647    1.80  2.2511  0.500  1.534  1.000  0.798  1.000  2.393  3.594  4.023  4.739  5.133  5.712  6.245
  400.0   50  1.3770 -8.590e-09  0.401  0.647    1.80  2.3187  0.515  1.534  1.000  0.785  1.000  2.355  3.511  3.893  4.525  4.856  5.323  5.746
  440.0   50  1.3761 -6.448e-09  0.401  0.647    1.80  2.3496  0.522  1.534  1.000  0.779  1.000  2.338  3.474  3.833  4.436  4.736  5.165  5.544
  500.0   50  1.3740 -4.460e-09  0.401  0.647    1.80  2.3958  0.532  1.534  1.000  0.775  1.000  2.324  3.432  3.761  4.310  4.567  4.930  5.248
  550.0   50  1.3730 -3.880e-09  0.401  0.647    1.80  2.4387  0.542  1.534  1.000  0.771  1.000  2.312  3.397  3.705  4.215  4.432  4.745  5.011
  600.0   50  1.3700 -1.210e-08  0.401  0.647    1.80  2.4843  0.552  1.534  1.000  0.769  1.000  2.308  3.374  3.667  4.131  4.315  4.573  4.790
  675.0   50  1.3690 -2.029e-08  0.401  0.647    1.80  2.5498  0.567  1.534  1.000  0.767  1.000  2.301  3.340  3.610  4.013  4.146  4.332  4.480
  800.0   50  1.3650 -5.610e-07  0.401  0.647    1.80  2.6515  0.589  1.534  1.000  0.770  1.000  2.309  3.312  3.562  3.871  3.924  3.995  4.037
  870.0   50  1.3641 -4.393e-06  0.401  0.647    1.80  2.6995  0.600  1.534  1.000  0.771  1.000  2.314  3.300  3.539  3.803  3.816  3.832  3.824
 1000.0   50  1.3610 -3.590e-05  0.401  0.647    1.80  2.7678  0.615  1.534  0.999  0.777  1.000  2.331  3.291  3.521  3.709  3.658  3.584  3.492
 1020.0   50  1.3604 -3.316e-05  0.401  0.647    1.80  2.7757  0.617  1.534  0.999  0.778  1.000  2.334  3.291  3.520  3.697  3.637  3.551  3.447
55555.6   50  1.5860 -3.750e-01  0.401  0.647    1.80  0.2220  0.049  1.534  0.062  0.169  1.000  0.506  0.600  0.117  0.026  0.006  0.002  0.001
23529.4   50  1.5758 -3.223e-01  0.401  0.647    1.80  0.3257  0.072  1.534  0.133  0.261  1.000  0.783  0.726  0.223  0.071  0.024  0.009  0.003
17699.1   50  1.4981 -3.556e-01  0.401  0.647    1.80  0.5092  0.113  1.534  0.158  0.323  1.000  0.968  0.859  0.346  0.138  0.054  0.022  0.010
15037.6   50  1.3155 -3.151e-01  0.401  0.647    1.80  0.5349  0.119  1.534  0.127  0.364  1.000  1.093  0.993  0.479  0.216  0.097  0.046  0.022
13157.9   50  1.2160 -2.457e-01  0.401  0.647    1.80  0.4803  0.107  1.534  0.113  0.412  1.000  1.237  1.144  0.628  0.317  0.157  0.081  0.041
11111.1   50  1.2255 -8.401e-02  0.401  0.647    1.80  0.2507  0.056  1.534  0.233  0.510  1.000  1.530  1.467  0.937  0.550  0.312  0.179  0.104
 9708.7   50  1.3134 -3.947e-02  0.401  0.647    1.80  0.2696  0.060  1.534  0.580  0.565  1.000  1.695  1.659  1.119  0.700  0.415  0.247  0.145
 8849.6   50  1.3583 -3.669e-02  0.401  0.647    1.80  0.3715  0.082  1.534  0.677  0.589  1.000  1.767  1.743  1.209  0.775  0.467  0.281  0.167
 7782.1   50  1.3226 -2.872e-02  0.401  0.647    1.80  0.3917  0.087  1.534  0.722  0.631  1.000  1.891  1.953  1.460  1.002  0.645  0.411  0.259
 6968.6   50  1.3261 -1.957e-02  0.401  0.647    1.80  0.4580  0.101  1.534  0.787  0.658  1.000  1.976  2.102  1.642  1.176  0.787  0.519  0.336
 6097.6   50  1.3630 -8.208e-02  0.401  0.647    1.80  0.8477  0.189  1.534  0.550  0.679  1.000  2.036  2.178  1.758  1.286  0.886  0.598  0.399
 5154.6   50  1.3594 -3.856e-03  0.401  0.647    1.80  0.8562  0.191  1.534  0.961  0.714  1.000  2.140  2.432  2.085  1.631  1.184  0.838  0.580
 4618.9   50  1.3669 -1.222e-02  0.401  0.647    1.80  1.0895  0.242  1.534  0.914  0.726  1.000  2.180  2.524  2.220  1.777  1.321  0.955  0.676
 4319.7   50  1.3743 -7.599e-03  0.401  0.647    1.80  1.2223  0.272  1.534  0.946  0.732  1.000  2.197  2.576  2.297  1.867  1.408  1.031  0.739
 4016.1   50  1.3816 -3.930e-03  0.401  0.647    1.80  1.3840  0.308  1.534  0.972  0.736  1.000  2.207  2.623  2.366  1.952  1.492  1.107  0.805
 3418.8   50  1.4309 -1.489e-02  0.401  0.647    1.80  1.9206  0.426  1.534  0.914  0.734  1.000  2.204  2.633  2.407  2.021  1.581  1.200  0.901
 3444.7   50  1.4264 -1.222e-02  0.401  0.647    1.80  1.8881  0.419  1.534  0.928  0.734  1.000  2.203  2.635  2.406  2.019  1.577  1.195  0.896
 2777.0   50  1.3509 -1.739e-01  0.401  0.647    1.80  1.8934  0.421  1.534  0.614  0.817  1.000  2.452  3.191  3.298  3.072  2.679  2.252  1.846
 2320.2   50  1.3061  3.270e-02  0.401  0.647    1.80  1.9937  0.443  1.534  1.000  0.812  1.000  2.437  3.254  3.396  3.229  2.864  2.442  2.038
 2044.2   50  1.3366  3.125e-03  0.401  0.647    1.80  2.3685  0.526  1.534  0.999  0.803  1.000  2.410  3.231  3.371  3.234  2.899  2.507  2.134
 1778.4   50  1.3456 -9.939e-04  0.401  0.647    1.80  2.5916  0.576  1.534  0.996  0.798  1.000  2.396  3.249  3.414  3.332  3.041  2.689  2.348
 1455.2   50  1.3552 -4.535e-04  0.401  0.647    1.80  2.7728  0.616  1.534  0.997  0.791  1.000  2.372  3.260  3.449  3.453  3.238  2.964  2.690
 1270.3   50  1.3579 -1.412e-04  0.401  0.647    1.80  2.8116  0.625  1.534  0.999  0.786  1.000  2.357  3.271  3.477  3.545  3.386  3.176  2.961
  944.3   50  1.3630 -2.516e-05  0.401  0.647    1.80  2.7417  0.609  1.534  1.000  0.774  1.000  2.323  3.292  3.523  3.742  3.718  3.681  3.624
  693.5   50  1.3690 -5.004e-08  0.401  0.647    1.80  2.5648  0.570  1.534  1.000  0.767  1.000  2.301  3.333  3.598  3.987  4.106  4.276  4.407
  527.1   50  1.3735 -3.516e-09  0.401  0.647    1.80  2.4186  0.537  1.534  1.000  0.773  1.000  2.317  3.412  3.729  4.257  4.492  4.828  5.118
  399.8   50  1.3770 -8.547e-09  0.401  0.647    1.80  2.3185  0.515  1.534  1.000  0.785  1.000  2.355  3.511  3.893  4.526  4.857  5.324  5.747
  329.1   50  1.3844 -1.929e-07  0.401  0.647    1.80  2.2689  0.504  1.534  1.000  0.794  1.000  2.381  3.568  3.984  4.675  5.051  5.596  6.097
  229.8   50  1.3985 -1.323e-06  0.401  0.647    1.80  2.2131  0.492  1.534  1.000  0.806  1.000  2.417  3.636  4.083  4.842  5.261  5.912  6.520
 7082.2   50  1.3324 -2.286e-02  0.401  0.647    1.80  0.4669  0.103  1.534  0.778  0.653  1.000  1.961  2.070  1.603  1.138  0.755  0.494  0.318
  300.0   70  1.3760 -3.500e-07  0.401  0.727    1.80  2.2297  0.441  1.725  1.000  0.808  1.000  2.424  3.651  4.128  4.834  5.276  5.855  6.434
  400.0   70  1.3660 -6.590e-09  0.401  0.727    1.80  2.2902  0.453  1.725  1.000  0.795  1.000  2.386  3.576  4.009  4.647  5.032  5.515  5.985
  440.0   70  1.3642 -4.842e-09  0.401  0.727    1.80  2.3169  0.458  1.725  1.000  0.790  1.000  2.371  3.544  3.956  4.567  4.927  5.374  5.804
  500.0   70  1.3630 -3.440e-09  0.401  0.727    1.80  2.3568  0.466  1.725  1.000  0.785  1.000  2.354  3.499  3.882  4.452  4.765  5.161  5.530
  550.0   70  1.3610 -3.310e-09  0.401  0.727    1.80  2.3956  0.474  1.725  1.000  0.781  1.000  2.342  3.467  3.828  4.361  4.641  4.992  5.313
  600.0   70  1.3590 -1.180e-08  0.401  0.727    1.80  2.4339  0.481  1.725  1.000  0.779  1.000  2.336  3.441  3.786  4.279  4.525  4.828  5.102
  675.0   70  1.3580 -2.118e-08  0.401  0.727    1.80  2.4941  0.493  1.725  1.000  0.776  1.000  2.327  3.405  3.725  4.166  4.361  4.598  4.803
  800.0   70  1.3540 -4.320e-07  0.401  0.727    1.80  2.5923  0.512  1.725  1.000  0.777  1.000  2.330  3.372  3.670  4.023  4.140  4.269  4.369
  870.0   70  1.3538 -2.661e-06  0.401  0.727    1.80  2.6413  0.522  1.725  1.000  0.777  1.000  2.331  3.356  3.640  3.952  4.029  4.105  4.154
 1000.0   70  1.3510 -2.610e-05  0.401  0.727    1.80  2.7188  0.537  1.725  1.000  0.782  1.000  2.345  3.344  3.618  3.858  3.869  3.855  3.817
 1020.0   70  1.3503 -2.120e-05  0.401  0.727    1.80  2.7288  0.539  1.725  1.000  0.783  1.000  2.348  3.344  3.617  3.847  3.848  3.822  3.771
55555.6   70  1.5700 -3.640e-01  0.401  0.727    1.80  0.2512  0.050  1.725  0.076  0.192  1.000  0.576  0.628  0.142  0.035  0.009  0.003  0.001
23529.4   70  1.5588 -3.345e-01  0.401  0.727    1.80  0.3930  0.078  1.725  0.149  0.287  1.000  0.861  0.774  0.266  0.093  0.032  0.013  0.005
17699.1   70  1.4721 -3.770e-01  0.401  0.727    1.80  0.6108  0.120  1.725  0.167  0.349  1.000  1.047  0.925  0.412  0.176  0.075  0.033  0.015
15037.6   70  1.3024 -3.411e-01  0.401  0.727    1.80  0.6435  0.127  1.725  0.139  0.393  1.000  1.181  1.075  0.562  0.273  0.130  0.063  0.031
13157.9   70  1.1977 -2.677e-01  0.401  0.727    1.80  0.5735  0.113  1.725  0.123  0.445  1.000  1.335  1.249  0.737  0.397  0.209  0.111  0.060
11111.1   70  1.2022 -9.057e-02  0.401  0.727    1.80  0.2940  0.058  1.725  0.218  0.548  1.000  1.644  1.620  1.107  0.691  0.415  0.249  0.151
 9708.7   70  1.2901 -4.157e-02  0.401  0.727    1.80  0.3106  0.062  1.725  0.567  0.603  1.000  1.807  1.828  1.320  0.874  0.548  0.342  0.211
 8849.6   70  1.3310 -3.734e-02  0.401  0.727    1.80  0.4181  0.083  1.725  0.670  0.625  1.000  1.875  1.920  1.421  0.965  0.616  0.390  0.243
 7782.1   70  1.3157 -3.035e-02  0.401  0.727    1.80  0.4755  0.094  1.725  0.725  0.662  1.000  1.987  2.118  1.668  1.199  0.807  0.535  0.349
 6968.6   70  1.3199 -2.133e-02  0.401  0.727    1.80  0.5626  0.111  1.725  0.786  0.687  1.000  2.062  2.263  1.854  1.385  0.966  0.660  0.443
 6097.6   70  1.3484 -8.808e-02  0.401  0.727    1.80  0.9658  0.191  1.725  0.540  0.707  1.000  2.122  2.350  1.989  1.521  1.095  0.770  0.533
 5154.6   70  1.3490 -3.932e-03  0.401  0.727    1.80  0.9930  0.196  1.725  0.958  0.736  1.000  2.209  2.589  2.311  1.877  1.415  1.037  0.742
 4618.9   70  1.3557 -1.326e-02  0.401  0.727    1.80  1.2405  0.245  1.725  0.909  0.748  1.000  2.244  2.675  2.444  2.028  1.565  1.170  0.856
 4319.7   70  1.3636 -8.224e-03  0.401  0.727    1.80  1.3839  0.274  1.725  0.942  0.752  1.000  2.256  2.720  2.514  2.114  1.652  1.250  0.925
 4016.1   70  1.3724 -4.170e-03  0.401  0.727    1.80  1.5612  0.309  1.725  0.971  0.753  1.000  2.259  2.754  2.569  2.187  1.729  1.322  0.992
 3418.8   70  1.4261 -1.610e-02  0.401  0.727    1.80  2.1141  0.418  1.725  0.906  0.747  1.000  2.242  2.737  2.571  2.223  1.795  1.404  1.087
 3444.7   70  1.4212 -1.319e-02  0.401  0.727    1.80  2.0823  0.411  1.725  0.922  0.747  1.000  2.240  2.739  2.571  2.221  1.790  1.398  1.080
 2777.0   70  1.3295 -1.895e-01  0.401  0.727    1.80  1.9610  0.387  1.725  0.611  0.836  1.000  2.509  3.361  3.591  3.454  3.112  2.698  2.279
 2320.2   70  1.2969  3.599e-02  0.401  0.727    1.80  2.1367  0.422  1.725  1.000  0.823  1.000  2.469  3.353  3.577  3.475  3.159  2.760  2.358
 2044.2   70  1.3267  3.529e-03  0.401  0.727    1.80  2.4813  0.490  1.725  0.998  0.812  1.000  2.437  3.317  3.529  3.456  3.170  2.806  2.443
 1778.4   70  1.3355 -1.014e-03  0.401  0.727    1.80  2.6683  0.527  1.725  0.996  0.806  1.000  2.418  3.324  3.551  3.530  3.292  2.976  2.656
 1455.2   70  1.3452 -4.464e-04  0.401  0.727    1.80  2.7930  0.552  1.725  0.997  0.796  1.000  2.388  3.322  3.564  3.627  3.468  3.240  3.002
 1270.3   70  1.3479 -1.196e-04  0.401  0.727    1.80  2.8000  0.554  1.725  0.999  0.791  1.000  2.371  3.328  3.581  3.706  3.605  3.448  3.276
  944.3   70  1.3531 -1.983e-05  0.401  0.727    1.80  2.6876  0.531  1.725  1.000  0.779  1.000  2.337  3.345  3.620  3.891  3.928  3.952  3.951
  693.5   70  1.3580 -4.427e-08  0.401  0.727    1.80  2.5086  0.496  1.725  1.000  0.775  1.000  2.325  3.397  3.711  4.139  4.321  4.544  4.733
  527.1   70  1.3620 -2.665e-09  0.401  0.727    1.80  2.3775  0.470  1.725  1.000  0.783  1.000  2.347  3.481  3.851  4.402  4.696  5.068  5.411
  399.8   70  1.3660 -6.564e-09  0.401  0.727    1.80  2.2900  0.453  1.725  1.000  0.795  1.000  2.386  3.576  4.009  4.647  5.033  5.516  5.986
  329.1   70  1.3726 -1.387e-07  0.401  0.727    1.80  2.2468  0.444  1.725  1.000  0.805  1.000  2.413  3.629  4.094  4.779  5.208  5.757  6.305
  229.8   70  1.3886 -9.420e-07  0.401  0.727    1.80  2.1949  0.434  1.725  1.000  0.815  1.000  2.444  3.686  4.174  4.920  5.381  6.027  6.675
 7082.2   70  1.3253 -2.464e-02  0.401  0.727    1.80  0.5679  0.112  1.725  0.777  0.683  1.000  2.048  2.233  1.815  1.345  0.931  0.632  0.422
  300.0   80  1.3690 -2.660e-07  0.401  0.800    1.80  2.2133  0.397  1.899  1.000  0.815  1.000  2.446  3.692  4.203  4.903  5.381  5.962  6.572
  400.0   80  1.3590 -5.410e-09  0.401  0.800    1.80  2.2694  0.407  1.899  1.000  0.803  1.000  2.409  3.623  4.093  4.737  5.164  5.662  6.168
  440.0   80  1.3581 -3.867e-09  0.401  0.800    1.80  2.2902  0.411  1.899  1.000  0.799  1.000  2.396  3.593  4.043  4.664  5.062  5.530  5.998
  500.0   80  1.3560 -2.830e-09  0.401  0.800    1.80  2.3285  0.418  1.899  1.000  0.792  1.000  2.377  3.549  3.971  4.557  4.917  5.339  5.749
  550.0   80  1.3540 -2.970e-09  0.401  0.800    1.80  2.3610  0.424  1.899  1.000  0.788  1.000  2.365  3.518  3.920  4.473  4.798  5.179  5.541
  600.0   80  1.3520 -1.150e-08  0.401  0.800    1.80  2.3968  0.430  1.899  1.000  0.785  1.000  2.355  3.490  3.873  4.394  4.687  5.026  5.342
  675.0   80  1.3510 -2.194e-08  0.401  0.800    1.80  2.4499  0.440  1.899  1.000  0.782  1.000  2.346  3.453  3.811  4.282  4.527  4.805  5.058
  800.0   80  1.3480 -3.550e-07  0.401  0.800    1.80  2.5422  0.456  1.899  1.000  0.781  1.000  2.342  3.413  3.743  4.134  4.302  4.480  4.631
  870.0   80  1.3471 -1.619e-06  0.401  0.800    1.80  2.5911  0.465  1.899  1.000  0.781  1.000  2.343  3.396  3.714  4.065  4.193  4.319  4.418
 1000.0   80  1.3450 -2.030e-05  0.401  0.800    1.80  2.6722  0.480  1.899  1.000  0.784  1.000  2.352  3.379  3.684  3.966  4.027  4.065  4.076
 1020.0   80  1.3446 -1.411e-05  0.401  0.800    1.80  2.6832  0.482  1.899  1.000  0.785  1.000  2.354  3.378  3.681  3.953  4.005  4.030  4.029
55555.6   80  1.5610 -3.570e-01  0.401  0.800    1.80  0.2797  0.050  1.899  0.090  0.213  1.000  0.638  0.656  0.165  0.045  0.013  0.004  0.001
23529.4   80  1.5481 -3.418e-01  0.401  0.800    1.80  0.4537  0.081  1.899  0.164  0.310  1.000  0.929  0.821  0.308  0.116  0.043  0.017  0.008
17699.1   80  1.4565 -3.901e-01  0.401  0.800    1.80  0.6973  0.125  1.899  0.179  0.373  1.000  1.119  0.990  0.473  0.215  0.096  0.045  0.021
15037.6   80  1.2954 -3.571e-01  0.401  0.800    1.80  0.7322  0.131  1.899  0.152  0.419  1.000  1.258  1.155  0.643  0.330  0.166  0.084  0.043
13157.9   80  1.1871 -2.801e-01  0.401  0.800    1.80  0.6489  0.116  1.899  0.134  0.473  1.000  1.418  1.346  0.840  0.477  0.263  0.145  0.082
11111.1   80  1.1880 -9.457e-02  0.401  0.800    1.80  0.3316  0.059  1.899  0.214  0.579  1.000  1.737  1.754  1.263  0.825  0.518  0.323  0.202
 9708.7   80  1.2756 -4.290e-02  0.401  0.800    1.80  0.3502  0.063  1.899  0.563  0.633  1.000  1.896  1.974  1.497  1.037  0.678  0.439  0.281
 8849.6   80  1.3151 -3.770e-02  0.401  0.800    1.80  0.4668  0.084  1.899  0.670  0.653  1.000  1.959  2.068  1.605  1.138  0.758  0.497  0.321
 7782.1   80  1.3108 -3.133e-02  0.401  0.800    1.80  0.5539  0.099  1.899  0.731  0.687  1.000  2.059  2.254  1.846  1.376  0.960  0.657  0.440
 6968.6   80  1.3172 -2.227e-02  0.401  0.800    1.80  0.6638  0.120  1.899  0.788  0.709  1.000  2.127  2.391  2.030  1.566  1.126  0.792  0.546
 6097.6   80  1.3401 -9.164e-02  0.401  0.800    1.80  1.0714  0.193  1.899  0.538  0.729  1.000  2.187  2.487  2.183  1.727  1.286  0.932  0.664
 5154.6   80  1.3429 -4.036e-03  0.401  0.800    1.80  1.1220  0.201  1.899  0.957  0.753  1.000  2.259  2.708  2.491  2.080  1.613  1.213  0.891
 4618.9   80  1.3490 -1.387e-02  0.401  0.800    1.80  1.3781  0.247  1.899  0.906  0.763  1.000  2.290  2.789  2.622  2.234  1.772  1.359  1.020
 4319.7   80  1.3566 -8.559e-03  0.401  0.800    1.80  1.5261  0.274  1.899  0.939  0.766  1.000  2.298  2.829  2.685  2.317  1.860  1.442  1.095
 4016.1   80  1.3663 -4.316e-03  0.401  0.800    1.80  1.7138  0.308  1.899  0.969  0.765  1.000  2.294  2.852  2.725  2.377  1.927  1.509  1.160
 3418.8   80  1.4229 -1.683e-02  0.401  0.800    1.80  2.2638  0.406  1.899  0.900  0.756  1.000  2.267  2.814  2.699  2.386  1.973  1.581  1.256
 3444.7   80  1.4179 -1.377e-02  0.401  0.800    1.80  2.2354  0.401  1.899  0.917  0.756  1.000  2.265  2.816  2.696  2.383  1.966  1.571  1.245
 2777.0   80  1.3165 -1.986e-01  0.401  0.800    1.80  2.0237  0.363  1.899  0.612  0.850  1.000  2.551  3.486  3.813  3.755  3.464  3.073  2.654
 2320.2   80  1.2917  3.790e-02  0.401  0.800    1.80  2.2592  0.406  1.899  1.000  0.830  1.000  2.488  3.416  3.698  3.649  3.374  3.001  2.609
 2044.2   80  1.3209  3.752e-03  0.401  0.800    1.80  2.5673  0.461  1.899  0.997  0.817  1.000  2.451  3.373  3.635  3.612  3.368  3.035  2.689
 1778.4   80  1.3294 -1.025e-03  0.401  0.800    1.80  2.7195  0.488  1.899  0.996  0.810  1.000  2.430  3.371  3.643  3.669  3.475  3.194  2.899
 1455.2   80  1.3401 -4.426e-04  0.401  0.800    1.80  2.7971  0.503  1.899  0.997  0.797  1.000  2.393  3.357  3.630  3.740  3.626  3.442  3.243
 1270.3   80  1.3419 -1.066e-04  0.401  0.800    1.80  2.7784  0.499  1.899  0.999  0.793  1.000  2.377  3.363  3.647  3.817  3.764  3.656  3.527
  944.3   80  1.3463 -1.668e-05  0.401  0.800    1.80  2.6391  0.474  1.899  1.000  0.782  1.000  2.347  3.384  3.692  4.003  4.091  4.167  4.214
  693.5   80  1.3510 -4.100e-08  0.401  0.800    1.80  2.4633  0.442  1.899  1.000  0.781  1.000  2.344  3.445  3.797  4.256  4.488  4.752  4.990
