so4 RRTMG LUT interpolated from GADS (DAR 09/2013)
V0.1 - contains Fast-J wavelengths but is the same as the original jv_spec.dat values
  w(nm)   RH       N         iK  RgDry  RgWet      Sg       Q  Alpha  r-eff ss-alb  g-sym  pi(0)  pi(1)  pi(2)  pi(3)  pi(4)  pi(5)  pi(6)  pi(7)
  229.8   00  1.5300 -3.329e-02  0.069  0.069    1.60  2.7178  9.931  0.121  0.845  0.717  1.000  2.151  2.511  2.260  1.839  1.397  1.015  0.720
 7082.2   00  1.4183 -6.622e-02  0.069  0.069    1.60  0.0151  0.056  0.121  0.007  0.016  1.000  0.047  0.501  0.009  0.000  0.000  0.000  0.000
  300.0   50  1.4450 -4.241e-03  0.069  0.086    1.60  2.4164  7.145  0.149  0.975  0.734  1.000  2.202  2.666  2.436  2.033  1.556  1.141  0.817
  400.0   50  1.4400 -2.650e-03  0.069  0.086    1.60  1.7087  5.052  0.149  0.984  0.706  1.000  2.118  2.385  1.998  1.512  1.040  0.692  0.442
  440.0   50  1.4392 -2.648e-03  0.069  0.086    1.60  1.4775  4.369  0.149  0.984  0.692  1.000  2.076  2.273  1.835  1.338  0.884  0.567  0.349
  500.0   50  1.4380 -2.650e-03  0.069  0.086    1.60  1.1871  3.510  0.149  0.983  0.669  1.000  2.008  2.110  1.612  1.114  0.694  0.424  0.246
  550.0   50  1.4370 -3.180e-03  0.069  0.086    1.60  0.9921  2.933  0.149  0.979  0.650  1.000  1.950  1.983  1.447  0.957  0.569  0.334  0.186
  600.0   50  1.4370 -3.180e-03  0.069  0.086    1.60  0.8343  2.467  0.149  0.978  0.629  1.000  1.888  1.863  1.299  0.823  0.467  0.264  0.141
  675.0   50  1.4357 -3.705e-03  0.069  0.086    1.60  0.6467  1.912  0.149  0.971  0.599  1.000  1.795  1.702  1.108  0.660  0.351  0.188  0.095
  800.0   50  1.4300 -5.300e-03  0.069  0.086    1.60  0.4289  1.268  0.149  0.952  0.547  1.000  1.641  1.475  0.862  0.464  0.224  0.110  0.051
  870.0   50  1.4290 -6.416e-03  0.069  0.086    1.60  0.3493  1.032  0.149  0.937  0.519  1.000  1.556  1.366  0.752  0.383  0.175  0.083  0.037
 1000.0   50  1.4290 -8.210e-03  0.069  0.086    1.60  0.2485  0.735  0.149  0.906  0.468  1.000  1.404  1.195  0.591  0.272  0.113  0.049  0.020
 1020.0   50  1.4284 -8.408e-03  0.069  0.086    1.60  0.2356  0.697  0.149  0.901  0.460  1.000  1.382  1.172  0.571  0.259  0.106  0.045  0.018
55555.6   50  1.7380 -3.700e-01  0.069  0.086    1.60  0.0162  0.048  0.149  0.000  0.001  1.000  0.003  0.500  0.001  0.000  0.000  0.000  0.000
23529.4   50  1.7473 -3.071e-01  0.069  0.086    1.60  0.0200  0.059  0.149  0.000  0.003  1.000  0.007  0.500  0.001  0.000  0.000  0.000  0.000
17699.1   50  1.7538 -3.133e-01  0.069  0.086    1.60  0.0271  0.080  0.149  0.001  0.004  1.000  0.013  0.500  0.002  0.000  0.000  0.000  0.000
15037.6   50  1.3491 -3.041e-01  0.069  0.086    1.60  0.0423  0.125  0.149  0.000  0.005  1.000  0.015  0.500  0.003  0.000  0.000  0.000  0.000
13157.9   50  1.4002 -1.821e-01  0.069  0.086    1.60  0.0279  0.082  0.149  0.001  0.007  1.000  0.020  0.500  0.004  0.000  0.000  0.000  0.000
11111.1   50  1.4433 -7.488e-02  0.069  0.086    1.60  0.0133  0.039  0.149  0.003  0.010  1.000  0.030  0.500  0.006  0.000  0.000  0.000  0.000
 9708.7   50  1.5824 -7.220e-02  0.069  0.086    1.60  0.0133  0.040  0.149  0.007  0.014  1.000  0.042  0.501  0.007  0.000  0.000  0.000  0.000
 8849.6   50  2.0286 -1.912e-01  0.069  0.086    1.60  0.0269  0.080  0.149  0.012  0.021  1.000  0.064  0.501  0.009  0.000  0.000  0.000  0.000
 7782.1   50  1.2749 -4.978e-02  0.069  0.086    1.60  0.0143  0.042  0.149  0.003  0.019  1.000  0.055  0.501  0.012  0.000  0.000  0.000  0.000
 6968.6   50  1.3749 -4.391e-02  0.069  0.086    1.60  0.0131  0.038  0.149  0.015  0.024  1.000  0.072  0.502  0.015  0.000  0.000  0.000  0.000
 6097.6   50  1.3693 -6.134e-02  0.069  0.086    1.60  0.0213  0.063  0.149  0.013  0.030  1.000  0.092  0.504  0.019  0.001  0.000  0.000  0.000
 5154.6   50  1.3906 -8.944e-03  0.069  0.086    1.60  0.0043  0.013  0.149  0.112  0.043  1.000  0.129  0.507  0.026  0.001  0.000  0.000  0.000
 4618.9   50  1.3976 -1.440e-02  0.069  0.086    1.60  0.0075  0.022  0.149  0.127  0.053  1.000  0.159  0.511  0.033  0.002  0.000  0.000  0.000
 4319.7   50  1.4027 -1.009e-02  0.069  0.086    1.60  0.0061  0.018  0.149  0.225  0.060  1.000  0.180  0.514  0.036  0.002  0.000  0.000  0.000
 4016.1   50  1.4058 -4.964e-03  0.069  0.086    1.60  0.0043  0.013  0.149  0.402  0.068  1.000  0.206  0.518  0.042  0.003  0.000  0.000  0.000
 3418.8   50  1.4253 -1.245e-02  0.069  0.086    1.60  0.0113  0.034  0.149  0.325  0.093  1.000  0.278  0.531  0.056  0.006  0.001  0.000  0.000
 3444.7   50  1.4251 -1.055e-02  0.069  0.086    1.60  0.0100  0.030  0.149  0.361  0.091  1.000  0.274  0.530  0.055  0.005  0.001  0.000  0.000
 2777.0   50  1.3521 -1.193e-01  0.069  0.086    1.60  0.0929  0.274  0.149  0.196  0.123  1.000  0.370  0.555  0.083  0.011  0.002  0.000  0.000
 2320.2   50  1.3481  1.713e-02  0.069  0.086    1.60  0.0000  0.000  0.149  0.691  0.167  1.000  0.502  0.601  0.119  0.022  0.004  0.001  0.000
 2044.2   50  1.3621 -1.551e-03  0.069  0.086    1.60  0.0199  0.059  0.149  0.774  0.203  1.000  0.609  0.644  0.152  0.033  0.007  0.002  0.001
 1778.4   50  1.3923 -9.207e-03  0.069  0.086    1.60  0.0442  0.131  0.149  0.734  0.250  1.000  0.751  0.709  0.199  0.051  0.013  0.004  0.001
 1455.2   50  1.4224 -1.200e-02  0.069  0.086    1.60  0.0917  0.271  0.149  0.778  0.324  1.000  0.973  0.837  0.292  0.095  0.029  0.010  0.004
 1270.3   50  1.4220 -1.030e-02  0.069  0.086    1.60  0.1298  0.383  0.149  0.838  0.376  1.000  1.128  0.948  0.380  0.142  0.049  0.019  0.007
  944.3   50  1.4303 -7.534e-03  0.069  0.086    1.60  0.2886  0.853  0.149  0.919  0.489  1.000  1.468  1.262  0.653  0.314  0.135  0.061  0.026
  693.5   50  1.4359 -3.684e-03  0.069  0.086    1.60  0.6091  1.801  0.149  0.970  0.591  1.000  1.772  1.664  1.066  0.625  0.328  0.173  0.086
  527.1   50  1.4373 -2.955e-03  0.069  0.086    1.60  1.0761  3.182  0.149  0.981  0.659  1.000  1.977  2.040  1.520  1.026  0.623  0.372  0.211
  399.8   50  1.4400 -2.653e-03  0.069  0.086    1.60  1.7102  5.057  0.149  0.984  0.706  1.000  2.118  2.386  1.999  1.513  1.041  0.693  0.443
  329.1   50  1.4429 -2.295e-03  0.069  0.086    1.60  2.1957  6.493  0.149  0.987  0.726  1.000  2.178  2.582  2.297  1.859  1.374  0.974  0.670
  229.8   50  1.4519 -1.765e-02  0.069  0.086    1.60  2.7974  8.271  0.149  0.899  0.756  1.000  2.267  2.843  2.748  2.435  2.005  1.577  1.221
 7082.2   50  1.3677 -4.861e-02  0.069  0.086    1.60  0.0143  0.042  0.149  0.012  0.023  1.000  0.070  0.502  0.015  0.000  0.000  0.000  0.000
  300.0   70  1.4230 -3.290e-03  0.069  0.093    1.60  2.4841  6.752  0.162  0.980  0.750  1.000  2.251  2.796  2.637  2.273  1.801  1.365  1.011
  400.0   70  1.4180 -2.060e-03  0.069  0.093    1.60  1.7934  4.875  0.162  0.987  0.726  1.000  2.177  2.532  2.208  1.738  1.247  0.861  0.574
  440.0   70  1.4163 -2.058e-03  0.069  0.093    1.60  1.5574  4.233  0.162  0.987  0.713  1.000  2.140  2.424  2.045  1.555  1.074  0.717  0.460
  500.0   70  1.4150 -2.060e-03  0.069  0.093    1.60  1.2623  3.431  0.162  0.987  0.693  1.000  2.078  2.263  1.814  1.311  0.857  0.546  0.332
  550.0   70  1.4140 -2.470e-03  0.069  0.093    1.60  1.0620  2.887  0.162  0.983  0.674  1.000  2.023  2.136  1.640  1.137  0.712  0.436  0.255
  600.0   70  1.4130 -2.470e-03  0.069  0.093    1.60  0.8953  2.434  0.162  0.982  0.655  1.000  1.966  2.015  1.482  0.987  0.592  0.350  0.197
  675.0   70  1.4130 -2.875e-03  0.069  0.093    1.60  0.7035  1.912  0.162  0.978  0.625  1.000  1.876  1.846  1.274  0.799  0.450  0.252  0.134
  800.0   70  1.4080 -4.120e-03  0.069  0.093    1.60  0.4724  1.284  0.162  0.962  0.576  1.000  1.729  1.607  1.002  0.572  0.293  0.151  0.074
  870.0   70  1.4067 -4.982e-03  0.069  0.093    1.60  0.3859  1.049  0.162  0.950  0.549  1.000  1.646  1.491  0.879  0.476  0.231  0.114  0.054
 1000.0   70  1.4060 -6.380e-03  0.069  0.093    1.60  0.2748  0.747  0.162  0.926  0.499  1.000  1.498  1.306  0.696  0.343  0.152  0.070  0.030
 1020.0   70  1.4055 -6.531e-03  0.069  0.093    1.60  0.2609  0.709  0.162  0.922  0.492  1.000  1.476  1.281  0.673  0.327  0.143  0.065  0.027
55555.6   70  1.6920 -3.620e-01  0.069  0.093    1.60  0.0180  0.049  0.162  0.000  0.001  1.000  0.004  0.500  0.001  0.000  0.000  0.000  0.000
23529.4   70  1.6956 -3.202e-01  0.069  0.093    1.60  0.0236  0.064  0.162  0.000  0.003  1.000  0.009  0.500  0.002  0.000  0.000  0.000  0.000
17699.1   70  1.6768 -3.387e-01  0.069  0.093    1.60  0.0339  0.092  0.162  0.001  0.005  1.000  0.015  0.500  0.003  0.000  0.000  0.000  0.000
15037.6   70  1.3326 -3.263e-01  0.069  0.093    1.60  0.0500  0.136  0.162  0.000  0.006  1.000  0.018  0.500  0.004  0.000  0.000  0.000  0.000
13157.9   70  1.3455 -2.119e-01  0.069  0.093    1.60  0.0367  0.100  0.162  0.001  0.008  1.000  0.023  0.500  0.005  0.000  0.000  0.000  0.000
11111.1   70  1.3770 -8.183e-02  0.069  0.093    1.60  0.0165  0.045  0.162  0.003  0.012  1.000  0.034  0.501  0.007  0.000  0.000  0.000  0.000
 9708.7   70  1.5043 -6.652e-02  0.069  0.093    1.60  0.0142  0.039  0.162  0.007  0.015  1.000  0.047  0.501  0.009  0.000  0.000  0.000  0.000
 8849.6   70  1.8581 -1.572e-01  0.069  0.093    1.60  0.0280  0.076  0.162  0.013  0.023  1.000  0.069  0.502  0.010  0.000  0.000  0.000  0.000
 7782.1   70  1.2800 -4.629e-02  0.069  0.093    1.60  0.0145  0.039  0.162  0.006  0.022  1.000  0.064  0.502  0.014  0.000  0.000  0.000  0.000
 6968.6   70  1.3592 -3.979e-02  0.069  0.093    1.60  0.0131  0.036  0.162  0.018  0.027  1.000  0.083  0.503  0.017  0.000  0.000  0.000  0.000
 6097.6   70  1.3578 -7.045e-02  0.069  0.093    1.60  0.0270  0.073  0.162  0.013  0.036  1.000  0.108  0.505  0.022  0.001  0.000  0.000  0.000
 5154.6   70  1.3758 -7.824e-03  0.069  0.093    1.60  0.0044  0.012  0.162  0.130  0.050  1.000  0.150  0.510  0.030  0.002  0.000  0.000  0.000
 4618.9   70  1.3823 -1.463e-02  0.069  0.093    1.60  0.0086  0.023  0.162  0.145  0.061  1.000  0.184  0.515  0.038  0.003  0.000  0.000  0.000
 4319.7   70  1.3885 -9.953e-03  0.069  0.093    1.60  0.0070  0.019  0.162  0.253  0.069  1.000  0.208  0.518  0.043  0.003  0.000  0.000  0.000
 4016.1   70  1.3937 -4.919e-03  0.069  0.093    1.60  0.0051  0.014  0.162  0.446  0.079  1.000  0.238  0.524  0.049  0.004  0.000  0.000  0.000
 3418.8   70  1.4231 -1.389e-02  0.069  0.093    1.60  0.0143  0.039  0.162  0.349  0.106  1.000  0.320  0.541  0.066  0.008  0.001  0.000  0.000
 3444.7   70  1.4219 -1.164e-02  0.069  0.093    1.60  0.0126  0.034  0.162  0.388  0.105  1.000  0.316  0.540  0.065  0.008  0.001  0.000  0.000
 2777.0   70  1.3356 -1.426e-01  0.069  0.093    1.60  0.1219  0.331  0.162  0.225  0.138  1.000  0.415  0.569  0.096  0.015  0.003  0.000  0.000
 2320.2   70  1.3318  2.294e-02  0.069  0.093    1.60  0.0000  0.000  0.162  0.757  0.189  1.000  0.567  0.627  0.141  0.029  0.006  0.001  0.000
 2044.2   70  1.3492 -2.238e-04  0.069  0.093    1.60  0.0231  0.063  0.162  0.823  0.228  1.000  0.683  0.679  0.180  0.044  0.011  0.003  0.001
 1778.4   70  1.3750 -7.383e-03  0.069  0.093    1.60  0.0495  0.134  0.162  0.792  0.277  1.000  0.831  0.756  0.236  0.068  0.019  0.006  0.002
 1455.2   70  1.4002 -9.428e-03  0.069  0.093    1.60  0.1013  0.276  0.162  0.825  0.354  1.000  1.062  0.904  0.347  0.124  0.041  0.015  0.005
 1270.3   70  1.3999 -8.003e-03  0.069  0.093    1.60  0.1442  0.392  0.162  0.873  0.407  1.000  1.221  1.031  0.451  0.184  0.068  0.027  0.010
  944.3   70  1.4069 -5.854e-03  0.069  0.093    1.60  0.3180  0.864  0.162  0.937  0.520  1.000  1.560  1.380  0.767  0.393  0.181  0.086  0.038
  693.5   70  1.4130 -2.860e-03  0.069  0.093    1.60  0.6635  1.803  0.162  0.977  0.619  1.000  1.855  1.807  1.228  0.760  0.422  0.233  0.123
  527.1   70  1.4145 -2.296e-03  0.069  0.093    1.60  1.1492  3.124  0.162  0.985  0.683  1.000  2.048  2.193  1.717  1.213  0.775  0.483  0.287
  399.8   70  1.4180 -2.062e-03  0.069  0.093    1.60  1.7949  4.879  0.162  0.987  0.726  1.000  2.177  2.533  2.209  1.739  1.248  0.862  0.575
  329.1   70  1.4207 -1.787e-03  0.069  0.093    1.60  2.2716  6.175  0.162  0.990  0.743  1.000  2.231  2.720  2.506  2.100  1.612  1.183  0.845
  229.8   70  1.4322 -1.365e-02  0.069  0.093    1.60  2.8497  7.746  0.162  0.916  0.766  1.000  2.297  2.942  2.907  2.647  2.239  1.812  1.444
 7082.2   70  1.3542 -4.418e-02  0.069  0.093    1.60  0.0144  0.039  0.162  0.015  0.027  1.000  0.081  0.503  0.017  0.000  0.000  0.000  0.000
  300.0   80  1.4090 -2.660e-03  0.069  0.100    1.60  2.5561  6.471  0.174  0.983  0.761  1.000  2.284  2.890  2.789  2.463  2.003  1.557  1.185
  400.0   80  1.4030 -1.660e-03  0.069  0.100    1.60  1.8788  4.756  0.174  0.990  0.741  1.000  2.222  2.648  2.380  1.931  1.432  1.018  0.700
  440.0   80  1.4013 -1.659e-03  0.069  0.100    1.60  1.6424  4.158  0.174  0.989  0.729  1.000  2.188  2.543  2.217  1.741  1.246  0.858  0.569
  500.0   80  1.4000 -1.660e-03  0.069  0.100    1.60  1.3430  3.400  0.174  0.989  0.710  1.000  2.131  2.387  1.983  1.484  1.008  0.663  0.418
  550.0   80  1.3990 -1.990e-03  0.069  0.100    1.60  1.1371  2.879  0.174  0.986  0.693  1.000  2.080  2.260  1.804  1.299  0.846  0.536  0.325
  600.0   80  1.3980 -1.990e-03  0.069  0.100    1.60  0.9644  2.441  0.174  0.985  0.675  1.000  2.026  2.139  1.641  1.136  0.710  0.435  0.254
  675.0   80  1.3968 -2.327e-03  0.069  0.100    1.60  0.7596  1.923  0.174  0.982  0.648  1.000  1.943  1.970  1.423  0.931  0.549  0.319  0.177
  800.0   80  1.3930 -3.320e-03  0.069  0.100    1.60  0.5175  1.310  0.174  0.970  0.600  1.000  1.801  1.723  1.130  0.675  0.363  0.195  0.100
  870.0   80  1.3916 -4.018e-03  0.069  0.100    1.60  0.4241  1.074  0.174  0.960  0.573  1.000  1.721  1.601  0.996  0.566  0.290  0.149  0.073
 1000.0   80  1.3910 -5.160e-03  0.069  0.100    1.60  0.3036  0.769  0.174  0.941  0.525  1.000  1.576  1.406  0.794  0.412  0.193  0.092  0.042
 1020.0   80  1.3905 -5.280e-03  0.069  0.100    1.60  0.2884  0.730  0.174  0.938  0.518  1.000  1.554  1.380  0.768  0.393  0.182  0.086  0.039
55555.6   80  1.6610 -3.570e-01  0.069  0.100    1.60  0.0195  0.049  0.174  0.000  0.002  1.000  0.005  0.500  0.001  0.000  0.000  0.000  0.000
23529.4   80  1.6613 -3.284e-01  0.069  0.100    1.60  0.0268  0.068  0.174  0.000  0.004  1.000  0.010  0.500  0.002  0.000  0.000  0.000  0.000
17699.1   80  1.6256 -3.555e-01  0.069  0.100    1.60  0.0398  0.100  0.174  0.001  0.006  1.000  0.018  0.500  0.003  0.000  0.000  0.000  0.000
15037.6   80  1.3208 -3.410e-01  0.069  0.100    1.60  0.0566  0.143  0.174  0.000  0.007  1.000  0.021  0.500  0.004  0.000  0.000  0.000  0.000
13157.9   80  1.3095 -2.322e-01  0.069  0.100    1.60  0.0443  0.112  0.174  0.001  0.009  1.000  0.026  0.500  0.006  0.000  0.000  0.000  0.000
11111.1   80  1.3334 -8.638e-02  0.069  0.100    1.60  0.0193  0.049  0.174  0.003  0.013  1.000  0.038  0.501  0.008  0.000  0.000  0.000  0.000
 9708.7   80  1.4521 -6.274e-02  0.069  0.100    1.60  0.0149  0.038  0.174  0.007  0.018  1.000  0.053  0.501  0.010  0.000  0.000  0.000  0.000
 8849.6   80  1.7451 -1.346e-01  0.069  0.100    1.60  0.0284  0.071  0.174  0.014  0.024  1.000  0.074  0.502  0.013  0.000  0.000  0.000  0.000
 7782.1   80  1.2840 -4.391e-02  0.069  0.100    1.60  0.0147  0.037  0.174  0.008  0.025  1.000  0.075  0.502  0.016  0.000  0.000  0.000  0.000
 6968.6   80  1.3490 -3.699e-02  0.069  0.100    1.60  0.0133  0.034  0.174  0.022  0.032  1.000  0.095  0.504  0.020  0.001  0.000  0.000  0.000
 6097.6   80  1.3490 -7.659e-02  0.069  0.100    1.60  0.0318  0.081  0.174  0.014  0.040  1.000  0.122  0.506  0.025  0.001  0.000  0.000  0.000
 5154.6   80  1.3668 -7.145e-03  0.069  0.100    1.60  0.0045  0.012  0.174  0.149  0.057  1.000  0.170  0.513  0.035  0.003  0.000  0.000  0.000
 4618.9   80  1.3724 -1.489e-02  0.069  0.100    1.60  0.0095  0.024  0.174  0.164  0.070  1.000  0.208  0.518  0.043  0.004  0.000  0.000  0.000
 4319.7   80  1.3788 -9.915e-03  0.069  0.100    1.60  0.0078  0.020  0.174  0.280  0.078  1.000  0.235  0.523  0.049  0.005  0.000  0.000  0.000
 4016.1   80  1.3856 -4.876e-03  0.069  0.100    1.60  0.0059  0.015  0.174  0.485  0.089  1.000  0.269  0.530  0.057  0.006  0.001  0.000  0.000
 3418.8   80  1.4211 -1.489e-02  0.069  0.100    1.60  0.0173  0.044  0.174  0.374  0.120  1.000  0.360  0.552  0.076  0.010  0.001  0.000  0.000
 3444.7   80  1.4192 -1.240e-02  0.069  0.100    1.60  0.0152  0.039  0.174  0.415  0.118  1.000  0.355  0.550  0.075  0.009  0.001  0.000  0.000
 2777.0   80  1.3246 -1.588e-01  0.069  0.100    1.60  0.1467  0.372  0.174  0.250  0.153  1.000  0.458  0.584  0.110  0.019  0.003  0.000  0.000
 2320.2   80  1.3215  2.695e-02  0.069  0.100    1.60  0.0000  0.000  0.174  0.808  0.209  1.000  0.626  0.654  0.162  0.036  0.009  0.002  0.000
 2044.2   80  1.3405  6.734e-04  0.069  0.100    1.60  0.0268  0.068  0.174  0.857  0.250  1.000  0.750  0.715  0.207  0.055  0.015  0.005  0.001
 1778.4   80  1.3624 -6.174e-03  0.069  0.100    1.60  0.0554  0.141  0.174  0.834  0.301  1.000  0.903  0.802  0.272  0.085  0.025  0.008  0.003
 1455.2   80  1.3851 -7.700e-03  0.069  0.100    1.60  0.1122  0.283  0.174  0.858  0.380  1.000  1.141  0.969  0.401  0.154  0.055  0.021  0.008
 1270.3   80  1.3849 -6.471e-03  0.069  0.100    1.60  0.1599  0.404  0.174  0.898  0.434  1.000  1.302  1.110  0.519  0.225  0.089  0.037  0.015
  944.3   80  1.3920 -4.733e-03  0.069  0.100    1.60  0.3507  0.888  0.174  0.949  0.545  1.000  1.637  1.484  0.873  0.471  0.229  0.113  0.053
  693.5   80  1.3969 -2.314e-03  0.069  0.100    1.60  0.7181  1.818  0.174  0.981  0.640  1.000  1.921  1.930  1.374  0.886  0.515  0.296  0.162
